0044A|40||||29||||18|65||||||||||53|35|33||||43|46|||||19||||44|44||||0|0|||||||57|67|||81|||||84|66|||84|63|||34|89|63|||34|92|92|||20|52|47|||54||||||43|42|50|50|49|49|||||||66|76|64|46|74|68|0|0|0|0|0|0|48|48|47|44|43|43|74|82|73|59|82||53|62|51|39|65||||||||||||||31|28|22|33|32|35|0|0|0|0|0|0|0|0|0|0|0|0|||||||47|45|54|56|54||58|53|61|62||16|16|28|44|43|63|50||49|21||55|68|54|34|68|58|||||||||||||89|63|||34|3|46|36|43|23
00450|81|84|81||88|86|89|88|82|89|75|86|87|87|90|89|84|85|80|69|58|60|66|74|76|50|52|57|64|65||||||44|58|78|83|81|0|0|||||||36|55|56|74|58|35|52|52|67|51|39|42|36|47|33|34|28|68|41|31|32|27|50|49|1|18|24|64|35|55|41|31|70||||||32|32|41|43|41|42|46|49|50|55|52|54|54|54|54|71|64|66|0|0|0|0|0|0|29|30|31|32|30|29|81|77|75|93|86|90|49|46|45|70|56|63|95|92|95|92|92|92|92|90|93|91|92|92|3|5|4|6|6|5|0|0|0|0|0|0|0|0|0|0|0|0|55|46|47|50|51|53|78|74|76|79|77|78|51|49|48|47|0|24|22|51|76|36|55|61|76|39|24||50|47|49|66|60|64|||||||66|59|72|76|76|68|41|31|33|28|50|14|54|40|43|78
00460|76|51|41|24|||||||||76||||||||43|43|38|40|43|28|27|21|26|28||57||||54|68||||0|0|||||||18|16|67|77|57|26|28|67|79|11|35|20|22|10|34|17|20|92|2|29|16|19|94|82|46|97|52|25|100|89|32|45|68|0|4|5|6||48|48|57|61|59|55|38|38|38|39|35|38|44|31|33|25|34|51|0|||||73|44|46|48|51|52|48|63|38|39|30|39|64|45|29|30|21|30|46|49|45|46|41|43|49|42|39|40|38|37|43|38|43|47|50|50|46|55|57|63|64|67|66|58|60|66|67|70|69|44|39|36|38|39|38|69|63|63|65|63|59|42|36|44|57|72|41|37|91|77|35|55|61|48|46|46||42|37|36|25|33|49|59|41|40|24|36|68|37|36|27|27|28|31|2|29|16|19|94|100|60|67|54|75
00472|28|47|37|29|35|26|||20|39|37|||26|||28|||32|85|82|92|||43|45|44||||||||51|||||0|0||||28||29|65|60|64|62|63|61|60|66||40|64|73||37|61|70|81|32|74|61|70||61|18|1|1||69|9|9|14||92||||||74|74|76|77|75|74|30|32|34|31|34|32|73|76|82|71|73|74|0|0|0|0|0|0|72|71|70|70|67|66|87|90|93|87|90|89|91|89|93|99|9||||||||||||||73|69|68|85|91|93|91|88|87|93|97|98|96|92|92|99|||24|21|17|18|21||59|61|64|67|69|66|74|70|73|83||84|76|55|87|89|78|61||75|71||73|75|73|75|76|76|85|87|84|82|81|76|81|83|83|84|86||74|61|70||61|72|72|90|72|17
004AF|||||||||||||||||||||76|86|||||96||||||||||||||0|0||||||||||||||||17|11|||35|10|||48|34|10|||54|38|91|||66|26|5|||||||||||16|17|20|19|||62|66|65|67||||2|7|3|||||||11|15|15|9|9|10|3|6|5|1|2||1|5|3|100|1||64|90|92|4|10|81|71|91|93|5|0|66|28|9|7|97|28|8|0|0|0||0|0|0|0|0||0|0|||10|44|41||||26|75|95||19|24|21|11|0|38|32|10|13|31|8|8||12|17|||||3|9|4|||||||||||||34|10|||55||14|32|22|60
004FB|78|14|18||||||84||||||||||||54|53||||17|13|||||91||||58|32||||67|64|||||||49|36|49||58|51|45|52||18|98|46||17|98|41||19|94|98|38||96|20|79|1||22|8|25|80||27|||||99|79|79|82|83|82|80|21|20|21|22|19|21|38|39|52|37|36|28|62|71|0|0|||72|72|72|73|73|72|57|54|73|44|42||48|43|75|35|32||33|27|28|26|25|26|43|38|37|36|33|36|67|69|63|66|76|76|77|79|74|79|90|90|81|83|77|83|95|95|97|96|96|93|93||76|74|75|75|76||57|50|56|80|100|79|72|40|54|82|78|66||65|71||38|38|39|38|38|29|52|48|49|41|39|31|11|12|14|19|24||94|98|37||96|87|74|80|60|0
0051E||||||||||||||||||||||97|||||||||||||||||||0|0||||||||||||||||67|7|||67|7||||70|8|||64|10|19||||32|9|||||||||||0|0|0|0|||||||||||||||||||13|15|25|21|19|11||3|2|9|6|||1|1|6|||7|9|91|88|92|7|8|11|92|90|94|10|98|96|11|11|11|100|||0|0|0||||0|0|0||||||||||0|0|0||52|61|55|28||34|32|8|17|33|23|12||48|22||||||||||||14|22|||0|0|0||70|8|||65||15|22|37|
00521|||||||||||||||||||||13|11||||59|63||||62||||||||||0|0|||||||55|34|||63|||||82|22|||81|18|||82|83|18|||86|59|72|||76|1|54|||||||||6|7|20|20|21|22||||||||25|11|26|96|18|||||0||26|27|28|30|29|31||42|37|41|54|||31|23|31|61||||||||||||||74|75|72|71|77|85|0|0|0|0|0|0|0|0|0|0|0|0|||||||5|7|14|12|12||53|46|57|83||4|0|63|60|59|51|40||10|2|||98|98|96|96|94|33|32|19|35|63|30|||||||83|18|||86||62|27|6|80
00524|||||||||||||||||||||||||||||||||||||||||0|0||||||||||||||||6||||8|||||45|0|||86|20|||||25||||||||||||17|0|12|13|||||88|87|||0|||0|||||||4|14|18|0|0|0||3|7|||||1|5||||3|35|98||||4|||||||92|3||||||0||||||0||||||||||||28||||20|41|23|5||0|0|44|45|63|9|0||20|13|||||||0||||3|||||||||45|0|||86||1|0|0|
00620|54|43|39|33|57|32|44|42|42|38|30|39|71|35|48|43|29|37|39|60|55|48|35|38|43|33|26|18|19|22|52|||||43|31|28|||63|63|1|1|1|58|13|62|59|46|67|68|49|64|56|70|70|29|57|60|57|27|55|58|55|28|60|55|58|56|63|63|11|34|34|87|92|80|46|45|42|65|68|73|78|81|82|82|84|84|84|82|98|97|96|96|95|94|51|53|64|53|52|42|42|45|45|45|44|46|73|72|72|73|73|72|80|81|90|77|76|65|62|60|73|59|60|44|||||||||||||27|26|24|30|38|40|45|48|47|53|58|63|47|50|49|55|61|66|||||||82|83|82|80|80|80|85|87|83|48||76|85|10|30|66|75|61|20|79|67|80|48|49|50|51|50|40|90|88|84|82|79|72|94|93|93|92|92|92|60|54|58|55|63|39|29||84|44
0065N|10|4|4|4|38|9|4||33|14|9|3|12|12|5||9|3||8|99|||||11|12|11|14||||||||||||70|68|10|7||17|7|16|35|32|65|67|39|24|29|71|75|50|16|78|73|50|15|69|61|95|27|15|69|62|64|11|69|42|36|71|76|12|90|83|76|12|20|||24|98|98|98|98|98|98|71|72|76|79|77|66|46|46|46|60|83|58|45|49|52|46|44|45|96|96|96|96|96|95|63|63|62|77|96|79|0|3|92|90|96|0|15|11|13|16|15|17|17|12|13|21|21|24|89|89|90|85|78|89|96|96|96|93|91|95||||99|96|100|74|65|63|77|81|76|62|61|67|67|70|72|70|73|73|44||97|96|51|70|42|31|29|80|89|92|51|46|46|56|62|67|54|60|55|53|57|71|62|89|85|85|91|91|86|27|16|69|62|65|71|46|76|92|47
0070B|||||12|||||100||||||||||83|43|83||||80|65|||||15||||50|26||||0|0|||||||4|75|||4|||||1|13|||1|10|||87|2|10|||1|1|1|||10|88|98|||22||||||8|8|22|22|20|0|||||||12|14|51|97|96||||0|0|0||17|18|19|15|13|11|26|30|61|99|99||25|25|37|92|93||82|81|89|78|75|12|84|84|90|82|82|19|12|13|9|17|20|93|30|31|0|0|0||31|32|0|0|0||||||||26|27|51|79|76||21|17|20|31|37|17|4|23|97|68|34|80||17|10||7|9|54|88|85||||||84|12|2|3|10|15|6||2|10|||1||82|12|11|
007F3||94|86|88||||||99|||||||||||87|31||||66|46||||47|28||||69|||||0|0|||||||||||97|||||||||||||78|||||81|||||41|||||||||||58|50|0|0|||98|99|||||26|20|||||||0||||60|61|53|8|||34|32|45||||24|19|36||||77|70|70|24|||81|76|77|36|||65|68|68|88|||89|90|90||||94|95|95||||||||||48|37|0||||54|47|49|80|92|82|88|59|59|50|88|80||72|76||54|26|||||36|32|||||44|22|0||||||||81|90|67||60|37
00809|97|65|60|61|74||||89|64||||||||||57|63|58||||42|36|||||||||54|47||||0|0|||||||53|48|36||30|30|28|23||25|22|21||22|18|15||17|19|15|13||16|83|100|||54|55|29|||43||||||60|60|66|65|65|66|35|37|43|50|50|51|39|47|61|72|75|79|0|0|0|0|0|0|57|57|59|53|52|49|53|64|78|92|95||39|47|61|69|76||70|73|76|85|82|80|43|55|61|70|64|65|45|46|54|8|10|10|72|72|80|0|0|0|76|76|84|0|0|0|16|14|13|13|18||64|60|68|75|81||71|69|71|62|74|51|55|62|73|62|77|70||63|52||42|45|61|71|74|77|44|49|75|95|97|98|40|29|31|36|36||19|15|12||17|23|59|97|77|17
00835|81||||92|80|77|78|70|86|63|61|68|76|72|74|84|81|82|79|16|13|4|3|4|86|88|80|80|82|||||||||||0|0||||99||99|5|8|6|5|76|49|25|17|14|89|39|38|33|90|39|38|36|88|90|39|38|36|86||65|59|34|60|87|84|67|68|||||||8|8|22|23|23|25|||||||81|88|64|82|85|80|0|0|0|0|0|0|27|28|30|32|31|32|49|53|45|54|54|50|37|38|34|38|37|33|||||||||||||33|42|43|46|47|48|33|43|44|49|52|51|35|44|45|52|55|53|||||||||||||71|69|77|65||1|4|49|26|46|61|36|12|25|4||81|86|76|82|82|80|76|72|55|64|62|67|97|95|93|91|84|86|90|39|39|37|86|6|33|19|6|93
00847||||79|30||||66||||||||||||27|58||||11|17||||18|80||||7|6||||0|0|||||||85|95|||8|90|96|||95|85|||95|82|||10|96|82|||12|29|4|||97|93|94|||26||||||72|75|75|61|59|60|23|22|15|6|15|20|31|44|31|14|21|19||0|||||57|58|59|51|45|48|35|76|32|15|24||29|62|23|5|11||56|43|44|42|63|57|64|51|53|49|71|63|42|43|39|59|66|56|68|67|63|84|89|84|71|71|66|89|94|88|93|93|93|91|89||90|92|92|73|73||36|42|38|20|81|90|92|32|29|15|15|13||62|85|0|30|40|30|15|22|19|34|56|35|23|28|21|68|69|73|74|75||96|83|||12|2|24|52|61|23
00885|||100|95|||||||||||||||||63|79|56|58|62|88|92|89|85|84|16||||||86||||0|0|||||||80|3|3|3|87|79|6|9|12||100|100|96||100|100|95||21|3|6|9|21||96|84|97|99|0|3|8|9|||||||48|46|52|51|69|68|64|69|68|54|53|48|100|100|69|44|38|28|0|0|0|0|0||60|62|61|62|61|63|99|99|59|45|46|35|94|94|38|34|34|27|92|96|57|47|47|48|93|96|68|60|61|62|7|6|26|27|27|35|0|0|53|48|48|56|0|0|55|50|50|59|||||||27|26|32|29|61|55|81|83|82|47|0|70|73|92|58|32|52|50|72|76|66||8|10|10|10|29|22||7|14|12|28|19|11|15|9|5|46|17|21|3|6|9|21||61||76|70
008B1|||||||||||||||||||||79||||||||||||||||||||0|0|||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|||||||||||||||||||51|54|0|||||14||||||13|||||98|97|||||98|97|||||6|5|||||0|0|||||0|0|||||||||||||||||69|68|72|56|0|63|63|42|47|49|66|33||77|61|||||||||4|||||||||||||||||46|55|56|69
00912|||||||||||68|91|81||||||||45|41|44|44|39|30|31|34|41|40||34|||||||||80|79|70||||||76|75|70|71|22|93|72|65|64|84|22|28|67|84|18|21|63|60|86|18|22|63|47|85|72|77|80|11|89|79|57|92|83|5||||24|25|27|36|39|35|36|47|50|25|41|52|54|25|34|24|56|49|52||||93|0|0|24|25|27|28|26|26|29|41|29|82|64|70|26|33|23|51|38|39|71|75|79|85|90|94|55|66|70|75|78|91|24|19|16|9|7|6|0|0|0|0|0|0|0|0|0|0|0|0|19|15|14|15|6|9|78|78|71|81|64|68|30|24|34|39|0|13|13|23|18|26|34|24|6|25|24||24|43|18|53|43|49|||||||60|66|67|82|63|73|86|18|22|63|47||22|75|31|54
0091N|84|75|76|75|90|90|88|95|85|85|90|69|81|88|86|94|91|90|95|91|80|76|67|67|67|77|73|63|65|66||||||92|79|89|93|90|71|73|41|40|51|97|57|96|55|69|61|50|41|67|69|98|91|97|29|42|31|97|22|34|24|96|64|30|41|55|72|55|8|58|23|51|51|94|62|28|25|49|49|80|19|73|96|96|97|96|96|96|69|69|66|69|70|67|68|61|41|61|86|71|83|88|98|91|63|81|97|96|97|96|95|95|74|67|49|66|90|74|60|49|35|48|77|55|50|47|62|82|43|33|47|45|64|84|47|36|39|43|49|49|37|37|62|65|74|75|51|44|65|68|77|80|53|46|30|29|36|32|29|29|44|41|46|48|50|48|91|89|91|86|87|95|95|68|46|75|77|55|56|99|98|59|63|60|45|66|66|60|78|68|59|65|89|86|41|41|49|48|43|37|64|30|41|55|73|77|54|70|100|9
0093A|||||||||||||||||||||47|||||41|||||25||||||||||0||||||||100||||98|100||||||||||||6|||||9|71||||97|5||||43||||||15|11|17|13|||90|93|96|84||||13|25||||||||||20|17|10|12||||15|33|||||99|25||||13|2|39|98|||16|2|52|98|||36|92|26|37|||47||69|65|||49||72|68|||||||||58|74|53||||26|30|29|14||20|27|4|7|12||||18|11||10|11|7||||||||||85|85|6||||||||9||8|15|16|31
00946|||||||||||||||||||||85|76||||41|33|46||||11|||||||||0|0|||||||6|36|||5|7|49|||78|44|||79|64|||60|82|64|||64|15|12|||12|10|12|||||||||35|37|50|48|47|46|68|65|71|68|62|64|19|22|15|12|22|18|||||||35|38|38|37|32|31|25|29|17|10|21|21|14|8|2|2|3|7|29|24|19|36|26|17|39|35|27|49|37|27|72|72|90|57|85|74|38|31|99|31|74|45|40|32||32|78|46|100|99|99|99|100|100|59|61|79|81|88|82|32|27|36|39||46|48|24|25|30|27|21||38|48||13|15|15|11|21|17||17|7|5|11|9|5|6|19|29|31|22|82|64|||65||26|50|32|
0095A|84|91|91|89|93|93|94|96|88|87|94|94|15|94|94|96|91|90|92|89|91|95|94|94|94|91|94|92|92|91|82|96||||77|92|90|87|86|0|0||||17||18|80|87|89|92|75|76|84|89|91|88|96|99|100|89|96|99|100|54|85|96|99|100|49||75|88|100|76|70|84|94|99|75||||||60|60|64|62|57|54|91|91|92|93|93|92|88|93|82|73|73|97|0|0|0|0|0|0|58|58|55|52|49|46|97|98|95|91|89|99|83|84|75|67|63|89|88|89|88|85|89|84|87|88|89|87|90|86|6|7|7|10|8|8|0|0|0|33|0|0|0|0|0|34|0|0|11|12|16|16|17|19|63|64|70|71|69|67|98|99|98|35|0|71|68|94|79|36|29|31|17|88|56||81|81|79|74|74|60|||||||69|69|71|69|68|63|86|96|99|100|48|69|50|91|91|57
0096D|99||||||||98||||||||||||36||||||||||||||||||||0|0|||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0||||||||||||||0|||||27|28|||||||||||||||||16|13|||||21|18|||||1|1|||||0|0|||||0|0|||||||||||||||||47|38|51|90||3|0|48|43|57|58|44||29|12||||||||||||||||||||||||||55|49|22|
00987|14|42|17|13|||||40|||||||||||94|47|69||||60|74|||||48||||8|13||||0|0|||||5||95|98|||41|93|98|||96|99|||96|99||||96|99|||99||78|||13|95|96|||44||||||55|56|54|43|36|30|91|94|94|93|93|91|90|89|16|23|19|62|0|0||||0|66|65|60|51|45|43|87|90|28|36|36||78|76|21|30|29||17|28|8|9|24|68|22|40|11|13|36|76|39|34|25|24|8|3|69|61|48|56|36|0|72|64|49|59|38|0|||||||33|39|41|32|26||41|42|43|32||94|92|70|60|22|23|23||67|64|90|71|76|7|58|17|14|79|83|3||||69|73|66|65|54||96|99|||99|6|48|42|58|51
