07669|||||||||||||||||||||35||||||||||||||||||||0||||||||96|||||94||||68||||65|||||69|||||90|||||88|||||||||||37|40|||||42|41|||||26|17||||||||||30|29|24|||||24||||||77|||||65|37|24||||61|30|21||||46|86|93||||54|90|||||57|94||||||52||||||96|||||27|51|30|7|49|51|46|12|3|4||||27|27|87||40|21|||||49|16|||||62|||||69||||||3|49|40|66
0779C|||||||||||||||||||||100||||||||||||||||||||0|||||||||||||||||69||||64|||||67|||||74||||9|62||||||||||||12|0|||||||||||62|||||0|0||||2|0|0|0|||5||||||5||||||||||||95||||||5||||||0||||||0||||||||||||||||||11|8|11|26|0|5|11|12|88|||||10|22||||62||||||||||||||||67||||||65|||
07820|48|38|33|33|88|84|77|72|65|90|68|41|39|83|76|72|85|77|71|53|46|55|57|59|63|34|40|40|39|41||85||||40|67|67|50|47|74|72|19|17|17||||61|27|42|70|60|72|18|25|53|52|32|41|47|48|27|34|40|55|90|27|33|40|91|41|22|66|47|30|87|36|51|61|74|12|45|44|50|24|63|63|67|70|70|69|21|20|19|25|28|27|54|54|55|62|66|62|63|68|69|58|53|56|58|58|58|59|59|59|76|73|71|81|85|80|56|53|52|66|73|71|74|63|67|62|58|54|70|57|60|56|59|45|31|32|33|32|39|45|59|56|62|59|65|71|62|59|64|63|69|75|59|55|55|62|61|50|69|67|67|70|71|68|76|78|82|49|70|48|50|35|30|34|34|24|71|62|42||53|53|46|60|64|61|76|71|57|75|75|69|19|25|25|28|34|37|91|27|33|40|92|82|28|84|68|54
0784D|||||||||||||||||||||7||||||||||||||||||||0|||||||||||||||||14||||12|||||13|||||79|||||17||||||||||||0|0|0|0|||||||||||||||||||41|13|10|||||0||||||87|||||99|7|16||||99|9|23||||3|96|69||||0||0||||0||||||||||||||||||69|64|64|86|0|41|44|98||||||59|16||||||||||||||||||||13|||||||41|25|94
07864|||||||||||||||||||||||||||||||||||||||||0|||||||||||||||||32||||29|||||29|||||99|||||31||||||||||||0|0|0|0|||||||||||||||||||28|29|28|||||13||||||88|||||98|96|98||||98|97|98||||4|5|4||||0|0|0||||||||||||||||||||||61|74|56|25|0|26|45|||||||51|36||||||||||||||||||||29|||||||59|15|44
0791N|66|69|73|73|51|52|46|41|55|52|54|42|39|47|41|35|60|53|48|63|57|57|45|43|41|75|66|62|59|54|||||||||||77|77|47|51|57|77|77|75|13|43|8|17|16|40|96|46|54|36|58|63|69|31|47|51|53|34|46|48|51|58|32|82|42|71|65|84|22|27|13|17|20|57|59|57|56|62|78|79|83|83|81|83|79|59|53|58|7|3|79|79|83|78|78|69|76|77|67|74|75|77|88|88|88|88|87|86|70|70|75|71|69|65|55|55|67|63|60|56|13|9|7|12|7|9|13|9|6|10|7|7|43|46|49|52|55|56|64|64|62|70|66|72|67|67|65|74|69|75|66|69|69|63|73|74|28|27|38|37|36|40|93|93|95|80||75|76|36|42|64|68|55|11|90|78|37|79|78|77|80|79|73|80|77|75|72|69|65|63|77|81|65|31|28|46|48|51|59|32|43|49|81|92|34
0793N|75||||30|43|24||37|62|32|22|6|44|28||41|17||46|40|26|30|32|27|39|28|30|28|24|11|||||41|38|40|24|19|0|0||||93||94|44|36|12|36|16|7|9|7|19|34|42|42|45|31|41|42|48|19|60|41|43|50|23|13|44|41|78|87|87|60|35|54|61||||||51|54|61|62|61|64|4|4|8|15|10|26|48|57|64|62|62|77|0|0|0|0|0|0|47|48|49|50|48|49|69|80|85|84|83|96|43|50|60|60|56|83|96|97|96|95|93|94|96|96|96|95|94|94|11|11|13|15|16|15|0|0|0|0|0|0|0|0|0|0|0|0|86|86|85|86|85|85|71|72|73|76|74|81|91|89|91|93|0|31|33|90|86|73|80|87|43|54|14||29|35|42|58|56|74||||||95|89|90|91|91|92|94|60|41|43|50|23||92|84|61|84
07946|||||||||||||||||||||13||||||||||3||||||||||0|0||||||||||||||||4|8|24|||2|9||||2|2||||94|79||||2|8||||||||||0|0|0|0|||||||||||||||||||5|5|0|0|5|5|5|3||9|15|18|4|1|91|93||7|70|57|||23|21|76|67|||35|33|25|38|||89|90|0|0|||||0|0||||||||||||||0|0|0|4|1|4|97|0|8|19|98|96|95|90|99||3|44|||||||||||||||||||||2|2||||99|0|0|
079A2|||||||||||||||||||||84|82|89|91||46|51|74|||32||||||||||0|0|||||||89|100|91||14|9|97|83||23|72|13||32|88|48||55|32|87|48||58|35|91|94||98|68|92|59||||||||7|8|20|18|13|15|30|28|63|66|0|59|9|11|11|2|||||||||9|10|11|11|13|16|6|8|11|4|7|8|4|6|9|3|6|6|72|25|67|43|81|99|78|||57|80|99|33|19|7|8|||64|0|0|0|0|0|67|0|0|0|0|0||||34|1|0|90|91|81|48|7|10|8|7|10|14|70|31|25|20|10|18|24|15|95|9|57||8|10|10|3||||||||3|76|76|70|85|3|5|32|87|48||59||17|0|0|69
079DB|||||||||||||||||||||||||||||||||||||||||0||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|||||||||||||||||||39|6|||||||||||||||||93||||||93|||||||89|||||0||||||0||||||||||||||||||46|36|51|93|0|36|20|44|48|56||||46|39||||||||||||||||||||||||||51|51|25|
07AF5|||||||||||||||||||||4|||||96|||||1||||||||||0|||||||||||||||||33||||30||||46|29||||32|50|||||34||||||||||6||0|0|0|0|||||||||||||||||||39|15|15|14|||4||||||1||||||90|2|3|1|||91|2|4|1|||26|96|97|97|||0||||||0||||||||||||2||0||||24|57|28|4|0|65|78|0|1|2||||27|43||||||||||||||||||||29||||33||2|68|55|47
07B02|||||||||||||||||||||33||||||||||4||||||||||0|||||||||||||||||14||||13||||59|13||||38|13||||88|12||||||||||||0|0|0|0|||||||||||||||||||28|17|22|17||||5|10|||||81|70||||97|76|75|9|||97|80|80|12||||29|22|97|||0|44|0||||0||||||||||||||0||||34|38|33|21|0|20|21|79|30|11||||31|32|||||||||3|24|24|||||||||13||||39||20|81|27|
07B0D|40|21|27|47||||||||||||||||88|29|||||90|||||68||||||||||96||||||||96||||96|95||||84||||84||||89|86||||91|79||||43|11||||25|48||||20|57|50|49|34|||76|78|76|71|||98|98|98|98|||93|98|99|93|||84|81|71|61|||77|73|76||||52|52|56||||||||||||||||19|32|28|29|||56|61|66|68|||59|64|69|72|||||||||16|17|25||||58|51|62|83||53|50|65|70|||||85|91||91|90|88|82|||||||||96|90|||||86||||91|89||27|31|0
07B48|||||||||||||||||||||3||||||||||||||||||||0|0||||||||||||||||15||||13|||||14|||||70|||||3||||||||||||0|0|0|0|||||||||||||||||||7|7|8|||||24||||||19|||||1||||||||||||27|28|12||||0|0|0||||0|0|0||||||||||||||||10|31|11|2||12|14|71|17|7|9|97|99|19|77|||||||||18|24||||||||||14||||||8|||
07C00|||||||||||||||||||||84|||||94|||||||||||||||0||||||||91||||95|96||||37||||33||||22|33||||22|90||||21|38||||34||||||18|16|25|25|||65|54|31|11|||5|6|4|3|||||||||32|25|26||||14|13|||||91|65|||||92|70|75||||91|68|73||||29|92|40||||61|97|56||||64||||||5|3|||||31|34|||||60|66|63|33|52|41|52|61|25|17||||49|29||6|6|4|3|||17|16|11|10|||16|43|||||33||||23||17|69|44|54
07C51|6|65|84|81||||||||||||||||24|||||||||||||||||||||0||||||||64|||||59||||92||||92|||||92|||||93|||||79||||||||||61|61|66|65|||42|38|41|37||||71|53|49||||0|0|0|||49|50|51|||||95||||||77|||||69|50|60||||49|40|37||||10|13|10||||0|0|0||||0|0|0|||||61||||||84|||||60|53|62|86|0|65|67|87||||||57|53|||67|54|45||||||||||74|||||92|||||82||0|0|0
07C55||61|56|47|||||||||||||||||15|||||41|||||||||||||||76||||||92||23||||22|26||||4||||4||||63|5||||81|50|||||44||||||||||92|92|94|94|||45|50|51|50|||20|15|81|49|||||0|0|||95|98|||||||||||||||||51|50|||||45|32|||||27|21|||||29|37|||||30|38|||||||||||||||||67|67|73|51|39|95|96|44|22|||||92|95|20|23|14|41|38||||5|21|59|||||||||5||||81||28|70|97|9
07C98|||||||||||||||||||||67||||||||||11||||||||||0|||||||||||||||||12||||11||||47|11||||12|65||||33|15||||43||||||||0|0|0|0|||||||||||||||||||30|31|24|15|||8|8|6||||3|93|93||||93|89|92|79|||93|91|93|84|||16|22|62|93|||47|49|85|98|||49||||||||||||||0||||39|52|40|18|47|36|34|93|14|7||||41|44||||||||3|5|5|5|||||0||||11||||12||18|74|39|0
07C9A|||||||||||||||||||||||||||||||||||||||||0||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|||||||||||||||||||5|3|||||||||||||||||34|25|||||46|36|||||83|89|||||0||||||0||||||||||||||||||45|37|51|83|0|32|10|48||||||43|29|||||||||||||||||||||||||||18|13|
07D44|||||||||||||||||||||||||||||||||||||||||0||||||||92||||92|1||||13||||12|||||13|||||19|||||11||||||||||39|37|42||||1|1|4|||||10|11||||||||||41|41|38|||||17||||||90|||||14|6|10||||18|8|14||||93|94|94|||||||||||||||||||||||52|||||53|54|59|40||17|36|||||||58||||12|14|||||19|22|||||57|||||13|||||||||
07D73|||||||||||||||||||||41||||||||||||||||||||0|||||||||||||||||27||||25|||||25||||||||||28||||||||||||0|0|0|0|||||||||||||||||||38|34|25|||||15||||||89|||||99|99|96||||99|99|97||||2|3|5||||27|29|30||||28||||||||||||||||||48|58|51|25|34|42|38|40|9|||||43|29||||||||||||||||||||24||||||14|81|39|87
07E19|||||||||||||||||||||||||||||||||||||||||0||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|||||||||||||||||||6|3|||||||||||||||||2||||||2||||||88|89|||||0||||||0||||||||||||||||||46|37|51|97||23|20|53|48|||||29|12|||||||||||||||||||||||||||14|6|0
07E6D|96|73|71|69|||||||||||||||||52|||||73|||||||||||||||0||||||11||74|||||73||||21||||19|||||98|||||69|||||71||||||||||50|49|55||||78|78|78|||||68|94|||||0|0||||58|59|60|||||67||||||42|||||73|68|40||||78|75|53||||16|27|12||||42|54|0||||44|56|0|||||||||||34|||||66|64|72|56|78|52|51|16|37|||||68|31|92||68|48|||||93||||||94|||||98|||||9||31|39|79
07F3C|89||||||||||||||||||||||||||||||||||||||||0||||||||87|||||||||93||||93|||||94|||||24|||||||||||||||9|10|22|||||||||||94|80|||||0|0||||13|12|10|||||99||||||98|||||72|61|15||||78|70|21||||20|33|94||||0|0|||||0|0||||||||||||93|||||29|26|32|31|0|33|34|50|26|19||||34|51|||88|78|||||||||||17|||||95||||||31|10|13|
07FD7|86|88|89|88||||||||||||||||91|56|||||87|||||||||||||||65||||||68||81||||83|||||83||||83||||67|84||||69|68|||||58||||||||||59|58|62|63|||||||||81|86|79|83|||51|0|0|0|||80|79|62|||||74||||||44|||||||||||||||||34|5|15||||0|0|0||||0|0|0|||||||||||26|||||79|78|80|60||79|73|53|37|47||||87|52|76|76|79|71|73||||||||||19|||||84||||67|66|56||61|17
0800A||||||||||98|||||||||||4|2|1|1|2|11|5|4|4|5||||||65|65||||0|0|||||||10|13|7|10|10|17|84|77|11|6|4|33|18|6|3|27|12|||6|27|12|0|39|58|74|64|28|90|71|20|19|44||||||51|52|62|63|63|68|28|29|28|32|2|34|23|23|59|39|35|31|||0|0|||47|49|51|54|54|55|28|30|76|48|41|37|26|25|52|35|32|28|71|68|71|60|56|56|55|56|57|43|31|32|11|13|13|28|30|30|32|32|32|48|48|48|33|33|33|50|50|49|25|24|25|22|52|30|66|64|67|65|65|75|36|26|36|73|41|31|29|77|62|87|51|61|52|35|35||20|21|26|29|28|28|12|13|24|34|31|35|39|39|22|14|20|42||6|27|12|0||79|58|40|47
0800N|50|53|55|55|56|25|26|24|19|30|43|40|31|22|24|22|30|29|28|55||||||56|47|42|43|44||||||47|39|26|24|24|0|0||||49|41|51|38|36|43|48|48|44|40|45|45|57|53|57|57|59|56|63|69|64|73|56|62|69|77|56|11|25|7|55|52|60|70|72|61||||||91|92|93|93|93|92|63|65|64|65|65|65|74|74|72|73|73|71|0|0|0|0|0|0|86|86|86|86|86|85|96|95|94|94|95|94|7|8|8|9|9|8|28|22|22|23|20|17|9|5|5|5|4|3|92|92|92|92|93|93|98|98|98|98|98|98|||||||8|7|7|7|8|9|81|79|80|80|81|81|100|100|100|93||53|49|70|63|82|87|80|28|94|40|55|72|72|69|73|73|71||85|81|85|84|81|94|94|94|93|94|94|73|56|62|69|77|82|69|99|96|17
08037|88|84|82|66||||||||||||||||44|14|||||16|||||45||||||||||0||||||||37|52|||29|41|56|||74|64|||72|59|||36|57|61|||18|91|47||||72|57|||||||||82|82|84|85|83||17|15|17|18|17||39|44|41|43|43||0|0|0|0|0||76|69|70|69|||60|72|65||||40|48|43||||55|55|59|58|||37|32|38|35|||32|22|31|31|||60|32|32|32|||63|33|33|33|||55|51|52||||79|88|90||||54|78|48|15|83|91|96|98|43|14||||66|76||35|39|39|40|39||71|96|96|96|95||58|59|60||||57|61|||18|4|29|93|83|44
08119||||||||||||||||||||||||||||||||||||||||||||||||||||||||||25|7|||23|5|||32|23|6|||26|50|49|||46|44|41|||7||||||||0|0|0|0|||||||||||||||||||0|0|0|0|0|0||||||||88|90|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|20||||||||16|16|14|24|33||||||||23|6|||26|||||
08127|||||||||||||||||||||78|||||90|||||||||||||||0||||||||91|||||92||||64||||60|||||63|||||82|||||45||||||||||23|20|28||||90|87|75|||||13|8||||||||||32|21|17|||||12||||||75|||||96|70|35||||96|74|46||||16|94|97||||49|99|100||||51|||||||67||||||83|||||70|65|63|80|47|46|47|98|95|||||52|24|||19|9|||||26|18|||||10|||||63|||||100||39|36|84
0815N|74|77|78|77|76|63|64|67|66|59|63|64|67|58|61|63|68|67|70|75|94|93|93|93|93|79|76|67|67|68||||||81|84|80|80|80|77|74|45|47|50|65|44|65|40|47|52|45|49|51|52|93|53|57|60|57|55|54|58|55|54|59|48|58|63|54|54|72|12|53|58|43|45|59|57|45|66|84|78|68|70|86|93|93|94|94|93|93|59|60|59|60|60|61|78|78|75|78|75|75|79|80|79|78|81|82|94|95|95|95|95|94|78|77|73|73|70|69|91|88|87|88|84|81|31|27|27|29|28|25|42|39|38|41|40|37|75|77|78|79|81|75|45|55|58|60|59|30|47|57|61|63|62|31|||||||36|36|42|39|40|40|97|96|97|90|88|89|90|70|50|64|75|55|43|98|92|71|76|75|71|75|73|70|94|92|91|93|94|99|39|48|56|57|55|55|48|58|64|54|54|63|63|79|99|9
081C4|99||||||||88||||||||||||3||||||||||||||||||||0||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|0||||||||||||||0|||||29|30|4|||||50||||||35|||||9|50|||||10|62|||||1|1|0||||0|0|||||0|0|||||||||||||||||43|43|49|38||8|4|9|19|34||||43|46||||||||||||||||||||||||||18|50|25|
081EF|||||||||||||||||||||44|||||56|||||14||||||||||0||||||||85||||82|88||||41||||37|||||37||||||||||35||||||||||39|38|44||||52|41|34|||||7|6||||||||||44|36|32|||||5||||||1|||||77|42|18||||80|51|22||||19|55|87||||33|0|0||||34|0|0|||||68||||||78|||||37|78|42|5|39|83|85|8|3|5||||50|16|||7|6|||||0||||||45|||||37||||||4|32|41|
08204|||||||||||||||||||||66||||||||||||||||||||0|||||||||||||||||8||||7|||||8||||||||||10||||||||||||0|0|0|0|||||||||||||||||||35|31|24|||||17||||||89|||||99|98|98||||99|98|98||||3|3|3||||0|0|0||||0||||||||||||||||||59|63|62|37|0|16|11|10|43|41||||51|39||||||||||||||||||||8||||||23|78|28|0
08237||||||||||||||||||||||||||||||||||||||||||0|||||||98|||||1|0|||3|1|||3|4||||4|4||||27|31||||40|78|||||||||1|4|15|0|0||0|0|1||||||||||||||||7|8|10|6|5||||1|||||99|96||||6|2|8|2|||7|2|10|2|||99|100|98|100|96||||||99||||||||||||||34|68|44|0|||0|7|0|0||100|100|0|0|0|0|0||0|93|||||||||15|12|5|8|||33|||||4|4|||||0|||
08274|||||||||||||||||||||61||||||||||||||||||||0|||||||||||||||||8||||7|||||8||||||||||5||||||||||||0|0|0|0|||||||||||||||||||36|19|12|||||4||||||92|||||100|96|5||||100|96|6||||1|15|99||||0|46|||||0||||||||||||||||||59|64|55|35|0|40|38|91|21|||||50|31|||||||||17|16||||||||||8||||||51|57|38|92
0828N|84|60|63|62|51|47|46|48|52|43|53|52|43|46|45|47|48|49|50|64|92|88|90|89|88|44|34|31|27|25||||||71|95|91|87|86|74|77|38|44|46|74|45|74|46|46|37|38|28|43|43|37|76|77|64|71|70|76|62|72|72|33|43|63|67|80|23|41|64|14|21|78|19|19|36|18|97|71|73|74|72|76|87|88|89|89|89|89|28|28|30|32|31|28|45|58|50|56|53|46|86|70|78|71|75|77|79|79|80|79|78|79|73|86|77|84|80|74|83|88|81|86|82|76|31|31|30|23|32|29|30|27|27|22|30|28|69|72|70|68|67|67|82|86|81|69|76|75|86|90|85|73|80|78|66|65|66|68|68|68|84|83|84|85|84|83|95|94|94|90||68|67|83|76|89|88|82|68|88|71|56|39|55|54|51|48|42|64|83|82|80|75|70|41|42|44|45|43|41|43|63|68|80|23|53|84|87|93|23
0832N|70|58|40|19|||||64||60|28|18|||||||85|26|23|17|19|18|8|5|4|4|3|32|||||16|95||||76|75|30|28|||||29|42|11|14|25|26|47|15|17|94|23|24|22|94|21|22|22|95|95|25|24|24|96|59|23|52|35|90||100|96|40||57|51|51||57|94|94|95|95|95|95|9|9|11|12|11|11|36|38|33|47|47|43|83|77||51|50|50|85|85|86|87|88|88|56|60|37|76|73|73|40|41|28|62|60|62|65|69|68|75|51|55|52|56|56|67|48|52|42|40|39|33|47|47|51|54|53|52|51|56|54|56|56|55|53|59|52|50|50|51|53|53|94|93|92|89|86|87|78|78|80|59|50|80|79|39|42|44|50|33|68|79|74||32|34|32|37|39|35|51|55|53|64|71|72|42|40|38|42|26|17|95|25|24|24|96|9|37|100|86|27
08350|81|81|84|88|83|85|85|86|80|82|85|77|80|84|84|84|86|86|85|83|78|75|77|78|81|79|73|74|72|75|86|93||||73|74|72|70|72|64|64|3|3|3|81||83|46|41|72|74|31|48|49|73|72|38|53|63|81|34|46|54|76|33|54|46|54|76|49|98|38|23|32|71|56|57|57|64|60|67|74|76|83|72|57|58|64|64|64|64|37|36|37|39|36|29|72|72|77|70|72|67|51|54|51|54|50|52|57|57|57|58|58|58|84|84|87|80|82|85|62|63|70|64|69|68|78|70|53|55|64|51|73|66|47|49|65|49|20|20|24|32|35|45|51|47|52|59|63|71|53|49|54|62|67|75|59|59|59|60|65|71|54|55|57|56|58|68|93|92|93|80|72|43|48|43|73|62|66|70|61|76|47||69|70|69|69|70|65|91|87|84|84|84|84|49|51|52|60|65|72|54|46|55|77|49|47|59|84|76|9
08360|||71|44||||||82|23|33|20|||||||98|11|13|10|10|11|18|21|25|28|31||18||||6||34|88||80|92|78|78|79||||68|70|58|65|56|1|5|6|75|5|13|21|39|4|10|15|32|2|2|10|15|32|1||94|92|59|28|48|92|96|60||41|44|38|39|10|52|52|58|58|56|56|||||||26|25|53|67|65|68|||87|77|82|76|63|63|62|61|61|61|36|37|57|64|60|59|27|26|41|50|44|47|||||||||||||66|67|60|54|54|56|0|0|0|0|0|0|0|0|0|0|0|0|||||||||||||56|58|63|42||26|25|39|41|51|30|26|23|43|22||22|21|36|63|60|65|||||||||||||2|10|15|32|1||41|60|49|60
0836N||57|74|66|36|||||||||||||||||||||15|1|4|7|12|||||||||||0|0|||||0||18|15|10|7|10|19|19|11|31||92|51|29||92|46|24|12|24|91|17|24|12|9|47|23|13|62|15|92|26|86|2||4|5|6||84|86|88|89|89|90|68|70|73|73|73|74|34|33|35|32|20|24|||||||72|73|76|76|77|81|39|39|42|34|21|27|34|44|32|68|98|10|38|32|41|37|27|37|34|27|38|33|26|38|91|92|91|91|93|88|98|98|97|97|99|95||||||100|40|35|32|33|33|31|89|87|88|87|82|80|35|25|25|70|95|97|97|73|62|93|97|92|84|70|92|100|34|41|43|45|36|41|44|45|46|41|40|51|70|68|68|53|53|32|24|91|17|24|12|2|68|76|75|0
083E0|||||||||||||||||||||||||||||||||||||||||0||||||||81||||83|76||||23||||21|||||18|||||86|||||96||||||||||33|33|40||||91|92|93|||||28|28||||||||||36|26|25|||||28||||||68|||||77|24|23||||81|35|33||||31|91|91|||||||||||||||||||||||92|||||58|66|62|31|0|57|48|77|68|27||||55|49|72||27|26|||||13|13|||||48|||||18||||||26|40|37|
0842B||99|99|99|||||||||||||||||97|||||97|||||||||||||||0||||||||95||||96|93||||85||||85|||||87|||||75|||||89||||||||||52|48|48|41|||89|90|89|90||||35|27|19|||||||||57|45|41|||||43||||||34|||||82|53|70||||84|63|76||||18|46|26||||0|38|0||||0|||||||||||||77|||||88|92|90|39|0|91|85|73|16|31||||92|60|||34|26|32||||||||||58|||||87||||||21|53|71|49
08466|71|76|79|77||||||||||||||||78||||||72||||||||||61|||||0||||||||47|58|||51|61|63|||52|71|||48|68|||41|70|69|||56|94|87|||15|71|72|||44||||||69|68|73|72|71|70|45|46|43|43|44||74|75|74|66|67||0|0|0|0|0|0|67|63|63|64|63|62|89|91|91|83|82||95|84|82||||55|15|14|13|||65|21|21|19|||91|52|50|47|||97|0|0|0||||0|0|0|||||||||62|68|69|68|65||78|78|81|60|97|81|83|76|35|||||83|80||76|75|73|70|72||78|77|72|69|65||25|24|26||||70|69|||56|69|47|99|86|9
08480|43|46|55|58|45|36|33|32|34|44|43|40|32|33|29|27|42|39|38|44|64|62|61|59|61|82|82|84|85|86|79|||||71|66|72|61||84|83|54|56|59|61||54|49|53|52|40|56|||||56|55|56|50|53|51|53|47|51|52|52|53|47|51|73|36|51|56|71|94|51|50||42|73|65|49|47|76|55|55|62|62|61|61|||||||96|96|95|96|96|96|75|75|74|71|75|75|90|90|90|91|90|90|53|54|54|55|53|49|77|73|69|73|70|70|||||||||||||86|86|86|86|86|87|30|31|31|31|32|34|31|32|32|32|34|35|||||||3|4|12|11|11|11|91|89|91|93||49|46|58|63|73|68|61|45|77|53||97|97|97|98|97|98|70|71|75|76|74|71|||||||52|51|53|47|51|45|68|72|82|9
08490|40|35|37|39|45|36|42|43|32|43|47|58|46|35|40|43|40|44|43|41|37|38|32|33|30|74|79|78|81|81|20|46||||54|55|63|62|52|79|75|31|24|13|39||36|78|64|56|38|80|||||70|65|73|88|60|68|68|84|54|59|66|66|83|39||74|67|37|86|54|67|34|23|50|73|89|98|62|76|59|58|62|63|62|62|||||||90|93|92|91|91|89|60|60|62|60|60|53|91|91|90|90|89|89|52|55|53|52|51|46|58|61|54|52|50|47|||||||||||||78|78|79|77|78|79|28|30|32|52|36|37|30|31|33|54|37|38|||||||8|8|14|14|14|14|72|68|73|78||66|66|70|74|69|64|61|73|76|73||95|98|98|99|99|98|69|67|75|77|74|68|||||||59|66|66|83|40|66|72|61|71|27
08493||||99|||||||||||||||||79|||||93|||||||||||||||0||||||||96|||||93||||15||||13|||||14|||||57|||||14||||||||||37|30|34||||80|81|84|||||12|11||||||||||48|38|32|||||22||||||87|||||96|88|89||||96|88|90||||5|13|12||||0|0|0||||0|||||||29||||||46|||||67|76|62|31|0|82|81|95|13|||||72|72|||11|11|||||||||||39|||||14|||||||56|42|73
0849F|||||||||||||||||||||83|||||91|||||17||||||||||0||||||||88||||90|85||||41||||37||||30|25||||19|79|||||59||||||||||37|36|42||||92|93|92||||13|15|12||||||||||45|39|32||||22|21|||||12|91|||||81|56|39||||84|66|51||||15|35|58||||0|0|0||||0||||||||||||45|65|||||66|82|71|20|0|78|70|27|11|10||||68|60||12|14|12||||||6||||24|25|||||25||||19||10|54|51|0
0850N|52|54|58|59|40|43|43|48|49|45|42|44|50|35|36|40|53|51|56|46|71|67|69|72|77|56|46|51|52|55|95|||||83|94|94|96|97|92|95|86|86|86|85|93|70|31|32|35|37|38|34|34|33|32|43|45|55|46|39|37|44|37|36|38|37|44|37|48|52|10|28|74|75|37|60|28|97|90|48|49|48|54|20|94|94|95|95|95|95|79|80|80|82|82|83|72|71|73|76|73|70|92|94|92|90|91|91|95|95|95|95|95|94|75|74|75|79|76|73|78|72|74|79|77|78|18|12|12|10|9|8|22|16|14|13|12|11|53|55|54|54|55|59|77|75|74|74|73|79|85|84|83|84|83|89|82|74|73|81|82|82|40|40|47|47|48|47|82|78|83|90||79|75|39|55|66|72|55|19|96|96|18|76|76|76|78|75|74|73|70|69|71|66|63|44|23|28|57|55|52|38|37|44|37|49|54|64|53|86|0
0859N|||||6|13|17||64|5|6|4|68|13|13||17|24||35|41|14|7|6|5|52|39|57|50|54||27||||80|27||||93|93|74||||||1|2|6|84|55|2|4|11|87|20|19|79|79|17|14|76|49|10|18|20|80|82|11|43|42|68|21|20|78|85|82|79|20|4||||61|36|23|46|46|46|45|61|63|63|64|63|56|24|87|83|75|94|26||71|74|52|0||59|59|60|59|58|57|38|47|60|58|69|36|29|41|65|55|79|27|||||||||||||73|72|72|71|72|75|93|92|93|92|92|93|98|97|98|98|98|98|||||||19|3|27|26|26|25|58|50|54|83||29|25|53|83|83|88|85|39|45|26||17|20|19|21|21|18|37|54|51|51|50|36|||||||18|20|80|82|11||87|55|49|
0867D|||||||||||||||||||||92|||||95|||||28||||||||||0||||||||95|||||95||||45||||41||||54|40|||||45||||99|60||||72||||||48|44|46|40|||78|76|65|43|||11|11|7|6|||||||||58|47|41|34|||19|17|9||||94|84|87||||75|32|22|18|||79|44|32|26|||24|73|91|93|||0|0|||||0||||||||||||52|60|64||||85|91|86|33|0|92|89|94|9|||||89|36|87|11|11|8|6|||0|1|4|3|||16|14|13||||40||||||25||63|0
08695||||97|||||||||||||||||||||||||||||||||||||0||||||||97||||95|98||||11||||10||||16|11||||7||||||5||||||||||58|52|48||||86|79|67||||20|19|18||||||||||48|50|30|||||22||||||95|||||63|79|15||||69|82|19||||51|34|94||||72|59||||||||||||86||||||82|||||43|55|48|21|65|96|97|27||||||77|75||22|21|17||||6|21|13|||||40|||||11||||7|||54|42|34
0871A|79|85|86|86|92|85|84|82|86|79|76|78|68|83|82|81|86|85|83|85|82|82|77|76|78|73|69|60|58|58|66|||||66|91|80|92|91|69|68|17|17|17|96||94|45|40|47|60|27|39|46|51|60|35|44|48|51|31|38|41|46|86|30|38|41|46|87|44|52|74|53||77|96|80|60|94|71|77|67|67|78|51|52|59|60|59|59|46|45|47|47|44|44|69|57|64|65|61|62|70|81|70|67|71|66|45|46|47|47|46|46|91|81|87|88|83|86|72|55|65|69|63|67|77|70|49|58|39|33|67|52|26|34|21|18|13|15|19|16|23|26|0|0|0|0|0|0|0|0|0|0|0|0|30|27|24|26|27|30|75|75|77|78|76|76|85|83|87|80|0|53|53|51|71|75|69|61|38|68|45||65|53|65|63|59|60|||||||50|53|52|52|53|54|30|38|41|46|87|92|71|86|73|23
08769||76|75|71||||||||||||||||93|82||||||||||||||||||||0||||||||74|||||97||||97||||97|||||97|||||16|||||51|||||||||||31|40|38||||||||||87|57|79||||0|0|0|||44|40|40|38||||85|61|||||77|42||||||||||||||||29|48|48|36|||0|46|0|47|||0|48|0|49|||||||||||||||81|77|67|93||53|55|61|89|98||||62|38|||80|60|72||||81|62|68||||23|27||||97|||||95|96||50|64
0877N|33|||||||||87|||||||||||22|28|13|25|23||96||||6|39|||||||||0|0||||9||9||||||||||9|85|92|60|8|82|92|53|94|8|83|92|53|95||91|90|84|97|31|22|28|65|11||||||||15|12|12|15|||93||||||99||||0||0||||14|15|16|16|16|16|79|38|61|34|28|22|48|32|36|29|23|18|||||||||||||6|8|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|||||||||12|7|7|8|45|46|51|39||4|4|11|32|48|38|31|24|11|2||||10|||2|||||||||||||8|83|92|53|95||30|33|15|
