00005||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
18525|03/31/2020|09/30/2019|3.390|2.790|0.082|3.510|3.250|11|11|0|21.5|3.413|2.947|0.264|3.700|2.820|11|10|0|15.8|3.600||0.834|4.190|3.010|2|0|0||1.130|1.045|0.022|1.190|1.110|11|9|1|8.1|0.365|0.460|0.081|0.490|0.220|11|0|11|-20.7|||||||||1.550|10/30/2019|0.945|0.605|64.0|0.021|28.8|28.4|0.7|5.5|1.039|0.463|2.727|2.912||07/31/2019|0.204|0.350|0.146|139.7|0.012|17.0|06/30/2019|02/03/2020|05/04/2020
18528|07/31/2020|10/31/2019|3.242|3.330|0.044|3.350|3.150|28|2|25|-2.6|3.398|3.554|0.081|3.560|3.210|28|2|23|-4.4|3.562|3.703|0.099|3.750|3.430|10|2|5|-3.8|0.759|0.798|0.006|0.770|0.749|25|0|25|-4.9|0.798|0.838|0.020|0.851|0.760|25|1|24|-4.8|6.994|6.834|2.649|10.000|5.000|3|1|1|0.840|11/13/2019|0.807|0.033|4.1|0.007|4.7|4.6|4.8|4.8|0.801|0.843|3.339|3.572|3.660|08/14/2019|0.014|0.830|0.816|1.7|0.008|1.8|07/31/2019|02/13/2020|05/16/2020
18580||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
1875N|12/31/2019|09/30/2019|2.480|2.486|0.015|2.517|2.460|19|4|8|-0.2|2.692|2.710|0.034|2.750|2.630|19|2|9|-0.7|2.890|2.911|0.052|3.010|2.820|12|3|8|-0.7|0.554|0.614|0.020|0.610|0.530|17|0|17|-9.8|0.760|0.761|0.025|0.781|0.690|13|2|5|-0.1|8.132|8.247|0.444|8.900|7.820|5|1|2|0.660|10/31/2019|0.612|0.048|7.8|0.014|3.4|9.3|8.5|7.4|0.615|0.761|2.487|2.705|2.911|07/31/2019|0.048|0.570|0.522|9.2|0.006|8.0|06/30/2019|02/06/2020|05/04/2020
18770|12/31/2019|09/30/2019|-55.217|-52.800|1.199|-52.650|-56.290|7|0|7|-4.6|-2.080|-1.735|1.052|-1.050|-4.030|6|2|5|-19.9|-2.177|-1.903|1.210|-1.180|-4.120|5|2|3|-14.4|-0.416|-0.464|0.389|-0.110|-1.040|7|4|3|10.3|-0.700|-0.417|0.370|-0.370|-1.100|3|0|3|-67.9|||||||||-3.310|11/05/2019|-0.424|-2.886|-680.7|0.411|-7.0|-559.7|96.2|-4.7|-0.070|-0.288|-1.412|-1.037|-1.466|08/06/2019|-50.790|-51.070|-0.280||0.263|-193.1|06/30/2019|02/27/2020|05/04/2020
18775|12/31/2019|09/30/2019|5.364|5.343|0.018|5.390|5.340|5|4|1|0.4|5.183|5.282|0.086|5.303|5.100|5|1|4|-1.9|5.364|5.416|0.034|5.403|5.340|3|1|2|-1.0|1.322|1.345|0.018|1.350|1.300|5|0|5|-1.7|1.230|1.265|0.043|1.291|1.200|4|0|4|-2.8|||||||||1.360|10/22/2019|1.319|0.041|3.1|0.009|4.6|19.5|-3.4|3.5|1.366|1.275|5.373|5.352|5.500|07/22/2019|0.082|1.380|1.298|6.3|0.010|8.2|06/30/2019|01/24/2020|04/21/2020
1884N|12/31/2019|09/30/2019|16.934|16.805|0.048|17.000|16.780|26|24|2|0.8|18.580|18.714|0.193|19.070|18.300|26|2|17|-0.7|20.754|20.684|0.567|22.840|20.150|20|6|5|0.3|4.203|4.237|0.036|4.276|4.150|24|11|13|-0.8|4.572|4.611|0.209|5.280|4.380|17|5|10|-0.8|13.355|12.655|3.265|16.900|9.000|4|3|3|4.540|10/31/2019|4.359|0.181|4.2|0.118|1.5|19.1|9.7|11.7|4.223|4.515|16.783|18.726|20.689|08/01/2019|0.563|4.300|3.737|15.1|0.186|3.0|06/30/2019|02/03/2020|05/04/2020
1892N|12/31/2019|09/30/2019|-1.203|-1.073|0.076|-1.120|-1.270|3|0|4|-12.1|-0.650|-0.740|0.331|-0.220|-1.020|4|1|1|12.2|-0.550|-0.655|0.283|-0.350|-0.750|2|2|0|16.0|-0.123|-0.140|0.064|-0.050|-0.170|3|2|1|12.1|-0.200|-0.175|0.028|-0.180|-0.220|2|0|1|-14.3|35.800|41.000||35.800|35.800|1|0|1|-0.320|11/07/2019|-0.163|-0.157|-96.3|0.041|-3.8|30.5|46.0|15.4|-0.123|-0.175|-1.020|-0.715|-0.735|08/08/2019|0.098|-0.160|-0.258|38.0|0.091|1.1|06/30/2019|02/17/2020|05/11/2020
18960|12/31/2019|09/30/2019|1.924|1.906|0.035|1.980|1.870|7|5|2|0.9|2.279|2.293|0.172|2.620|2.000|9|3|4|-0.6|2.732|2.635|0.389|3.200|2.330|4|1|1|3.7|0.449|0.450|0.042|0.510|0.380|9|3|4|-0.2|0.173|0.167|0.051|0.240|0.100|6|1|3|3.6|0.400|0.400||0.400|0.400|1|0|0|0.720|10/30/2019|0.708|0.012|1.7|0.037|0.3|52.7|18.5|19.9|0.450|0.168|1.906|2.289|2.635|07/31/2019|0.044|0.660|0.616|7.1|0.017|2.6|06/30/2019|02/28/2020|05/04/2020
1922A|12/31/2019|09/30/2019|0.274|0.310||0.274|0.274|1|0|1|-11.6|0.443|0.493||0.443|0.443|1|0|1|-10.1|0.680|0.737||0.680|0.680|1|0|1|-7.7|0.141|0.141||0.141|0.141|1|0|0|0.0|0.050|0.050||0.050|0.050|1|0|0|0.0|||||||||0.040|11/12/2019|0.118|-0.078|-66.1||0.0|-55.8|61.7|53.5|0.159|0.110|0.375|0.712|0.737|08/09/2019|-0.110|0.100|0.210|-52.4|0.057|-1.9|06/30/2019|03/17/2020|05/10/2020
19280|12/31/2019|09/30/2019|10.616|10.737||10.616|10.616|1|0|1|-1.1|11.815|11.730||11.815|11.815|1|1|0|0.7|13.199|12.886||13.199|13.199|1|1|0|2.4|2.311|2.311||2.311|2.311|1|0|0|0.0|0.585|||0.585|0.585|1|0|0||||||||||3.440|11/05/2019|3.557|-0.117|-3.3||0.0|110.2|11.3|11.7|2.311||10.737|11.730|12.886|08/06/2019|3.087|4.510|1.423|216.9||0.0|06/30/2019|02/27/2020|05/11/2020
19402|12/31/2019|09/30/2019|0.827|0.879|0.024|0.880|0.800|12|3|10|-5.9|1.027|1.100|0.102|1.300|0.890|14|0|13|-6.6|1.389|1.430|0.156|1.650|1.150|11|3|4|-2.9|0.140|0.208|0.038|0.210|0.100|11|1|10|-32.7|0.193|0.199|0.031|0.240|0.147|10|2|5|-3.0|||||||||0.240|10/28/2019|0.206|0.034|16.5|0.010|3.4|-33.3|24.2|35.2|0.210|0.194|0.886|1.149|1.457|07/29/2019|0.047|0.280|0.233|20.2|0.017|2.8|06/30/2019|02/17/2020|05/01/2020
19410|09/30/2020|09/30/2019|5.726|7.402|0.542|6.370|4.690|10|0|9|-22.6|9.316|11.318|1.873|12.520|6.800|8|1|3|-17.7|13.160|||13.160|13.160|1|1|0||0.799|1.370|0.155|1.110|0.570|10|0|7|-41.7|1.133|1.587|0.213|1.400|0.839|10|0|7|-28.6|||||||||0.890|11/05/2019|0.957|-0.067|-7.0|0.092|-0.7|-3.3|62.7|41.3|1.373|1.585|7.584|10.944||07/30/2019|-0.005|1.330|1.335|-0.4|0.097|-0.1|06/30/2019|02/03/2020|05/04/2020
19590||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
1966N|12/31/2019|09/30/2019|1.118|1.327|0.051|1.200|1.060|6|1|7|-15.7|0.850|1.024|0.223|1.230|0.470|11|1|7|-17.0|1.142|1.131|0.537|1.830|0.540|5|2|1|1.0|0.300|0.497|0.090|0.460|0.180|9|0|8|-39.6|-0.120|-0.099|0.059|0.010|-0.189|8|1|5|-21.2|||||||||0.330|10/23/2019|0.244|0.086|35.2|0.076|1.1|-69.9|-24.0|34.4|0.675|-0.091|1.780|1.538|1.368|07/19/2019|0.110|0.630|0.520|21.2|0.037|3.0|06/30/2019|02/03/2020|04/27/2020
1970N|06/30/2020|09/30/2019|6.165|6.199|0.084|6.400|6.070|16|3|11|-0.5|6.483|6.498|0.116|6.704|6.270|16|6|9|-0.2|6.823|6.832|0.226|7.254|6.610|10|3|7|-0.1|1.313|1.324|0.036|1.352|1.250|14|3|10|-0.8|1.429|1.431|0.025|1.460|1.380|14|2|11|-0.1|3.441|2.860|1.265|4.663|2.300|4|1|3|1.590|10/31/2019|1.541|0.049|3.2|0.042|1.2|-2.5|5.2|5.2|1.400|1.506|6.388|6.714|7.055|08/01/2019|0.049|1.880|1.831|2.7|0.020|2.5|06/30/2019|02/04/2020|05/04/2020
1996N|12/31/2019|09/30/2019|2.106|2.108|0.009|2.120|2.090|23|3|10|-0.1|2.260|2.289|0.046|2.415|2.200|22|3|17|-1.3|2.442|2.469|0.091|2.708|2.325|16|1|12|-1.1|0.438|0.441|0.009|0.457|0.420|17|4|5|-0.7|0.513|0.518|0.018|0.550|0.490|13|2|6|-1.0|4.676|5.202|1.399|5.600|2.200|5|2|3|0.560|10/18/2019|0.563|-0.003|-0.5|0.008|-0.4|1.3|7.3|8.1|0.441|0.518|2.109|2.290|2.469|07/23/2019|0.016|0.630|0.614|2.6|0.011|1.5|06/30/2019|02/17/2020|04/27/2020
2000N|12/31/2019|09/30/2019|2.805|2.831|0.089|3.088|2.766|12|0|9|-0.9|3.064|3.102|0.133|3.456|2.921|12|1|8|-1.2|3.290|3.339|0.123|3.500|3.108|8|2|4|-1.5|0.661|0.658|0.015|0.672|0.650|2|0|0|0.5|0.496|0.529||0.496|0.496|1|0|0|-6.2|10.203|10.184|0.458|10.723|9.858|3|1|3||11/15/2019|0.893|-11020.775||0.000||11.8|10.1|8.2|0.654|0.529|2.829|3.096|3.338|08/08/2019|-11020.730||0.849||0.025||06/30/2019|02/15/2020|05/01/2020
20040|12/31/2019|09/30/2019|3.085|3.061|0.083|3.150|2.682|27|22|4|0.8|3.430|3.410|0.139|3.720|3.023|28|16|8|0.6|3.638|3.641|0.259|4.010|3.030|19|8|8|-0.1|0.762|0.765|0.026|0.790|0.660|26|11|5|-0.4|0.813|0.808|0.042|0.870|0.740|12|4|4|0.6|10.393|10.323|2.100|12.910|8.200|5|3|1|0.790|10/24/2019|0.746|0.044|5.9|0.014|3.1|21.0|11.2|6.1|0.776|0.797|3.071|3.406|3.659|07/25/2019|0.027|0.780|0.753|3.6|0.013|2.1|06/30/2019|01/24/2020|04/27/2020
2005N|12/31/2019|09/30/2019|-0.209|-0.230|0.023|-0.190|-0.250|7|4|3|9.1|0.189|0.159|0.171|0.500|0.040|9|4|4|18.9|0.288|0.216|0.182|0.540|0.080|5|3|2|33.3|0.029|0.020|0.017|0.050|0.010|9|5|1|45.0|0.040|0.043|0.047|0.120|0.000|5|1|3|-7.0|||||||||-0.020|11/04/2019|-0.023|0.003|13.0|0.026|0.1||190.4|52.4|-0.015|-0.010|-0.273|0.046|0.090|08/07/2019|0.004|-0.110|-0.114|3.5|0.017|0.2|06/30/2019|02/14/2020|04/28/2020
2013A|12/31/2019|09/30/2019|0.140|-0.028|0.008|0.150|0.130|4|4|0|600.0|1.024|1.017|0.158|1.190|0.810|4|2|1|0.7|1.723|1.785|0.332|1.930|1.340|3|1|0|-3.5|0.033|-0.013|0.010|0.040|0.020|4|4|0|353.8|0.083|0.088|0.029|0.102|0.040|4|1|3|-5.7|||||||||0.120|11/03/2019|0.002|0.118||0.006|19.7|-90.6|631.4|68.3|0.033|0.110|0.062|1.053|1.670|08/05/2019|0.010|0.020|0.010|100.0|0.017|0.6|06/30/2019|02/28/2020|05/04/2020
20180|12/31/2019|09/30/2019|3.708|3.712|0.037|3.760|3.650|10|0|1|-0.1|3.537|3.561|0.160|3.796|3.300|10|2|4|-0.7|3.692|3.543|0.222|3.952|3.346|5|2|1|4.2|0.921|0.913|0.031|0.970|0.870|10|5|4|0.9|0.848|0.865|0.052|0.948|0.770|9|3|5|-2.0|||||||||0.980|10/16/2019|0.920|0.060|6.5|0.017|3.5|-1.9|-4.6|4.4|0.931|0.884|3.673|3.683|3.890|07/16/2019|0.029|0.960|0.931|3.1|0.033|0.9|06/30/2019|01/20/2020|04/13/2020
2026N|12/31/2019|09/30/2019|2.829|2.832|0.018|2.860|2.780|22|11|6|-0.1|2.990|3.008|0.063|3.150|2.899|22|7|14|-0.6|3.143|3.175|0.045|3.220|3.050|15|4|8|-1.0|0.725|0.735|0.015|0.760|0.700|17|2|11|-1.4|0.711|0.719|0.018|0.730|0.677|12|4|5|-1.1|1.025|1.777|1.567|2.300|-0.724|3|1|3|0.710|11/01/2019|0.701|0.009|1.3|0.009|1.0|-4.7|5.7|5.1|0.745|0.729|2.842|3.037|3.208|07/26/2019|-0.005|0.720|0.725|-0.7|0.010|-0.5|06/30/2019|01/27/2020|04/28/2020
20621|12/31/2019|09/30/2019|0.300|0.160||0.300|0.300|1|1|0|87.5|||||||||||||||||||0.120|0.100||0.120|0.120|1|1|0|20.0||||||||||||||||||0.190|10/31/2019|0.070|0.120|171.4||0.0||||0.070||0.020|||07/31/2019|0.040|-0.020|-0.060|66.7||0.0|06/30/2019||
20665|12/31/2019|09/30/2019|3.268|3.238|0.032|3.320|3.230|6|6|1|0.9|3.304|3.297|0.051|3.360|3.250|7|3|3|0.2|3.410|3.428|0.109|3.490|3.250|4|2|0|-0.5|0.822|0.820|0.027|0.860|0.790|7|1|2|0.2|0.797|0.804|0.010|0.810|0.790|7|3|4|-0.9|||||||||0.840|10/21/2019|0.807|0.033|4.1|0.014|2.4|0.9|1.1|3.2|0.821|0.800|3.243|3.326|3.498|07/22/2019|0.002|0.800|0.798|0.3|0.015|0.1|06/30/2019|01/23/2020|04/24/2020
2091N|08/31/2020|08/31/2019|2.283|2.182|0.371|3.096|1.700|11|5|0|4.6|1.990|2.065|0.348|2.570|1.450|8|1|3|-3.6|2.343|2.050|0.409|2.810|2.050|3|0|0|14.3|0.547|0.496|0.086|0.657|0.380|10|5|2|10.3|0.507|0.481|0.156|0.806|0.260|9|4|3|5.4|||||||||0.760|10/23/2019|0.697|0.063|9.0|0.055|1.1|9.8|-12.8|17.7|0.539|0.502|2.230|2.169|2.080|06/20/2019|0.059|0.670|0.611|9.7|0.066|0.9|05/31/2019|01/06/2020|03/23/2020
2122N||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
21350|12/31/2019|09/30/2019|0.613|0.656|0.209|0.950|0.383|5|1|3|-6.6|0.659|0.688|0.405|1.250|0.160|6|0|2|-4.2|0.885|0.885|0.569|1.290|0.235|3|0|0|0.0|0.165|0.171|0.113|0.310|0.000|5|0|3|-3.5|0.234|0.234|0.108|0.340|0.117|4|0|0|0.0||||||||||11/07/2019|0.137|-9999.137||0.073||160.7|7.5|34.3|0.216|0.313|0.800|1.024|1.400|08/07/2019|-0.090|0.120|0.210|-42.9|0.074|-1.2|06/30/2019|02/27/2020|05/11/2020
21360|07/31/2020|07/31/2019|1.357|1.357|0.029|1.380|1.320|4|0|0|0.0|1.783|1.783|0.481|2.500|1.480|4|0|0|0.0|1.717|1.717||1.717|1.717|1|0|0|0.0|0.143|0.143|0.009|0.150|0.130|4|0|0|0.0|0.353|0.353|0.017|0.370|0.330|4|0|0|0.0|||||||||0.250|09/24/2019|0.102|0.148|145.1|0.003|49.3|31.7|31.4|-3.7|0.143|0.288|1.266|1.491||06/05/2019|0.085|0.310|0.225|37.8|0.024|3.5|04/30/2019|12/06/2019|03/06/2020
2147N|03/31/2020|09/30/2019|5.464|7.188|0.147|5.750|5.200|15|0|15|-24.0|6.030|8.319|0.341|6.655|5.530|12|0|15|-27.5|6.791|9.777|0.227|7.090|6.490|6|0|8|-30.5|1.113|1.838|0.074|1.270|1.010|15|0|15|-39.4|1.214|2.190|0.089|1.370|1.060|15|0|15|-44.6|1.840|6.690|12.360|10.580|-6.900|2|0|1|1.380|11/11/2019|1.425|-0.045|-3.2|0.059|-0.8|-34.5|10.4|12.6|1.863|2.231|7.264|8.626|10.409|08/08/2019|0.035|1.740|1.705|2.1|0.040|0.9|06/30/2019|02/08/2020|05/25/2020
21520||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2152N|12/31/2019|09/30/2019|0.360|0.350||0.360|0.360|1|1|0|2.9|0.400|0.400||0.400|0.400|1|0|0|0.0||||||||||0.110|0.110||0.110|0.110|1|0|0|0.0||||||||||15.000|||15.000|15.000|1|0|0|0.100|10/22/2019|0.090|0.010|11.1||0.0|50.0|11.1||0.110||0.350|0.400||07/23/2019|0.015|0.090|0.075|20.0|0.007|2.1|06/30/2019|02/20/2020|04/21/2020
21630|12/31/2019|09/30/2019|2.635|2.545|0.006|2.640|2.625|7|6|0|3.5|3.040|2.966|0.037|3.110|3.000|7|5|0|2.5|3.564|3.494|0.065|3.640|3.457|7|5|0|2.0|0.887|0.853|0.004|0.890|0.880|7|5|0|4.0|0.605|0.581|0.006|0.610|0.598|4|3|0|4.1|17.467|17.133|1.286|18.400|16.000|3|2|0|0.620|10/30/2019|0.563|0.057|10.1|0.015|3.8|20.9|15.4|17.2|0.852|0.581|2.547|2.986|3.494|07/31/2019|0.027|0.560|0.533|5.1|0.010|2.7|06/30/2019|01/27/2020|04/27/2020
2164N|05/31/2020|08/31/2019|2.087|2.090|0.034|2.150|2.040|14|1|1|-0.1|2.301|2.307|0.086|2.400|2.155|14|1|1|-0.3|2.499|2.515|0.119|2.680|2.310|8|0|0|-0.6|0.582|0.590|0.025|0.630|0.530|12|0|2|-1.4|0.562|0.563|0.022|0.590|0.520|12|0|1|-0.2|9.100|9.267|1.556|10.200|8.000|2|0|0|0.430|09/26/2019|0.385|0.045|11.7|0.024|1.9|3.8|10.3|8.6|0.622|0.565|2.086|2.302|2.561|06/27/2019|-0.052|0.360|0.412|-12.6|0.015|-3.5|05/31/2019|12/20/2019|03/23/2020
2194N|12/31/2019|09/30/2019|1.802|1.847|0.013|1.820|1.780|7|0|6|-2.4|2.034|2.081|0.081|2.200|1.945|7|0|5|-2.3|2.299|2.362|0.106|2.450|2.148|6|0|5|-2.7|0.470|0.492|0.008|0.480|0.460|7|0|6|-4.5|0.451|0.456|0.034|0.490|0.395|7|2|3|-1.1|||||||||0.450|11/05/2019|0.467|-0.017|-3.6|0.011|-1.5|-1.5|12.9|13.0|0.501|0.474|1.857|2.130|2.444|07/30/2019|-0.001|0.480|0.481|-0.2|0.032|0.0|06/30/2019|02/13/2020|04/27/2020
2198N|12/31/2019|09/30/2019|4.331|4.351|0.034|4.380|4.270|15|1|10|-0.5|4.527|4.560|0.051|4.620|4.440|17|3|10|-0.7|4.740|4.746|0.039|4.810|4.680|13|5|5|-0.1|0.806|0.796|0.031|0.870|0.760|11|6|4|1.3|1.442|1.451|0.076|1.500|1.290|6|0|3|-0.6|2.779|3.449|0.801|3.600|2.000|3|1|1|1.540|11/04/2019|1.578|-0.038|-2.4|0.033|-1.2|0.0|4.5|4.7|0.769|1.451|4.348|4.576|4.765|08/01/2019|-0.014|0.580|0.594|-2.4|0.024|-0.6|06/30/2019|02/19/2020|05/04/2020
22250||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
22280|12/31/2019|09/30/2019|9.550|9.550||9.550|9.550|1|0|0|0.0|5.130|5.130||5.130|5.130|1|0|0|0.0||||||||||3.140|3.140||3.140|3.140|1|0|0|0.0|1.230|1.230||1.230|1.230|1|0|0|0.0|||||||||0.310|10/16/2019|3.220|-2.910|-90.4||0.0|42.1|-46.3||3.140|1.230|9.550|5.130||07/17/2019|0.100|2.140|2.040|4.9||0.0|06/30/2019|02/07/2020|04/17/2020
2267A||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2276N|10/31/2019|07/31/2019|12.316|12.316|0.014|12.350|12.297|15|1|0|0.0|13.146|13.161|0.110|13.330|12.940|15|0|2|-0.1|14.581|14.592|0.281|15.150|14.180|9|0|0|-0.1|3.263|3.262|0.016|3.290|3.233|13|0|0|0.0|2.981|2.995|0.085|3.070|2.840|8|0|1|-0.5|||||||||3.230|08/29/2019|3.175|0.055|1.7|0.043|1.3|7.1|6.7|10.9|3.280|2.991|12.287|13.311|14.641|05/30/2019|0.176|2.940|2.764|6.4|0.019|9.3|04/30/2019|12/06/2019|03/04/2020
2284N|12/31/2019|09/30/2019|1.567|1.540|0.062|1.637|1.500|5|4|1|1.8|2.840|2.687|0.185|3.061|2.580|5|2|3|5.7|3.350|||3.350|3.350|1|0|0||0.672|0.735|0.059|0.740|0.610|5|1|4|-8.6|0.495|0.421|0.053|0.540|0.420|4|4|0|17.6|||||||||0.580|10/28/2019|0.494|0.086|17.4|0.060|1.4|-28.1|81.2|18.0|0.757|0.421|1.575|2.695||07/29/2019|-0.318|0.180|0.498|-63.9|0.024|-13.3|06/30/2019|02/20/2020|04/29/2020
23000|12/31/2019|09/30/2019|4.305|4.411|0.093|4.400|4.050|17|3|12|-2.4|4.004|4.443|0.210|4.490|3.600|17|0|16|-9.9|4.136|4.566|0.190|4.480|3.840|12|1|10|-9.4|0.796|0.825|0.069|0.880|0.590|15|4|9|-3.5|0.490|0.570|0.063|0.630|0.404|11|0|9|-14.0|-6.532|-1.845|1.939|-3.900|-8.200|4|0|4|1.480|10/30/2019|1.485|-0.005|-0.3|0.054|-0.1|-14.6|-7.0|3.3|0.843|0.555|4.447|4.480|4.603|07/31/2019|-0.128|1.520|1.648|-7.8|0.051|-2.5|06/30/2019|02/14/2020|05/04/2020
23050|10/31/2019|07/31/2019|-0.710|-0.710||-0.710|-0.710|1|0|0|0.0|-0.900|-0.900||-0.900|-0.900|1|0|0|0.0|-0.580|-0.580||-0.580|-0.580|1|0|0|0.0|-0.240|-0.240||-0.240|-0.240|1|0|0|0.0|-0.250|-0.250||-0.250|-0.250|1|0|0|0.0|||||||||-0.110|09/06/2019|-0.230|0.120|52.2||0.0|6.6|-26.8|35.6|-0.230||-0.820|-0.900|-0.560|06/12/2019|0.100|-0.130|-0.230|43.5||0.0|04/30/2019|01/10/2020|03/11/2020
2306N|12/31/2019|09/30/2019|1.746|1.720|0.018|1.790|1.720|13|11|2|1.5|1.856|1.945|0.089|1.952|1.650|13|4|9|-4.6|2.156|2.257|0.091|2.320|2.000|8|3|3|-4.5|0.445|0.470|0.017|0.490|0.420|12|2|9|-5.3|0.350|0.380|0.033|0.410|0.300|11|2|8|-7.9|6.735|10.370|0.940|7.400|6.070|2|0|3|0.440|10/29/2019|0.395|0.045|11.4|0.008|5.6|-1.9|6.3|16.2|0.567|0.436|1.870|2.124|2.397|07/30/2019|0.005|0.450|0.445|1.1|0.014|0.4|06/30/2019|01/30/2020|04/27/2020
23107||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
23215||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
23233||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2332N|12/31/2019|09/30/2019|6.004|6.386|0.052|6.060|5.905|9|0|9|-6.0|6.433|7.013|0.234|6.750|6.000|9|0|9|-8.3|7.111|7.207|0.126|7.250|6.954|4|1|2|-1.3|1.570|1.809|0.061|1.630|1.457|8|0|8|-13.2|1.539|1.560|0.063|1.630|1.494|4|1|1|-1.3|3.400|11.550||3.400|3.400|1|0|2|1.400|10/28/2019|1.536|-0.136|-8.9|0.037|-3.7|0.2|7.1|10.5|1.809|1.643|6.398|7.065|7.185|07/22/2019|0.023|1.580|1.557|1.5|0.045|0.5|06/30/2019|01/29/2020|04/27/2020
2334N|12/31/2019|09/30/2019|0.733|0.797|0.012|0.740|0.720|3|0|3|-8.0|0.823|0.900|0.025|0.850|0.800|3|0|2|-8.6|0.900|||0.900|0.900|1|0|0||0.230|0.303|0.010|0.240|0.220|3|0|3|-24.1|0.123|0.133|0.006|0.130|0.120|3|0|2|-7.5|||||||||0.210|11/04/2019|0.197|0.013|6.6|0.015|0.9|-7.2|12.3|9.4|0.315|0.140|0.820|0.900||08/05/2019|-0.007|0.190|0.197|-3.6|0.031|-0.2|06/30/2019|03/02/2020|05/09/2020
23390|12/31/2019|09/30/2019|0.440|0.270||0.440|0.440|1|0|0|63.0|0.350|0.230|0.170|0.470|0.230|2|0|0|52.2|0.330|0.330||0.330|0.330|1|0|0|0.0|0.160|0.060||0.160|0.160|1|0|0|166.7|0.100|||0.100|0.100|1|0|0||||||||||0.140|10/23/2019|0.090|0.050|55.6||0.0|-42.1|-20.5|-5.7|0.060||0.270|0.230|0.330|07/24/2019|0.000|||||0.0|06/30/2019|02/07/2020|04/27/2020
23550|07/31/2020|07/31/2019|9.502|9.480|0.203|9.880|9.300|6|1|0|0.2|10.312|10.286|0.716|11.340|9.500|5|2|1|0.3|9.090|9.060||9.090|9.090|1|1|0|0.3|2.064|2.048|0.057|2.150|2.000|5|1|2|0.8|2.576|2.562|0.122|2.730|2.420|5|3|0|0.5|||||||||2.700|09/17/2019|2.483|0.217|8.7|0.054|4.0|2.5|8.5|-11.9|2.083|2.566|9.303|10.215||06/04/2019|0.012|2.090|2.078|0.6|0.070|0.2|04/30/2019|11/25/2019|02/24/2020
2370N|12/31/2019|09/30/2019|5.020|5.058|0.016|5.053|5.000|12|1|5|-0.8|5.529|5.596|0.165|5.750|5.180|12|5|8|-1.2|6.064|6.274|0.211|6.500|5.750|8|3|6|-3.3|0.952|1.020|0.018|0.986|0.930|11|0|13|-6.7|1.138|1.184|0.051|1.240|1.086|7|3|4|-3.9|4.920|7.351||4.920|4.920|1|2|1|1.560|10/16/2019|1.556|0.004|0.3|0.017|0.2|-3.5|10.1|9.7|1.024|1.190|5.100|5.620|6.312|07/17/2019|-0.014|1.460|1.474|-0.9|0.022|-0.6|06/30/2019|02/07/2020|04/20/2020
2375A|03/31/2020|09/30/2019|0.570|0.620||0.570|0.570|1|0|1|-8.1|0.600|0.600||0.600|0.600|1|0|0|0.0|0.580|||0.580|0.580|1|0|0||0.150|0.150||0.150|0.150|1|0|0|0.0|0.140|0.170||0.140|0.140|1|0|1|-17.6|||||||||0.180|11/13/2019|0.180|0.000|0.0||0.0|14.0|5.3|-3.3|0.140|0.170|0.520|0.530||08/14/2019|0.070|0.110|0.040|175.0||0.0|06/30/2019|02/08/2020|06/14/2020
23770|12/31/2019|09/30/2019|0.117|0.120|0.110|0.240|0.030|3|0|0|-2.5|0.430|0.383|0.225|0.690|0.300|3|1|0|12.3|0.815|0.785|0.516|1.180|0.450|2|1|0|3.8|0.043|0.043|0.068|0.120|-0.010|3|0|0|0.0|0.050|0.050||0.050|0.050|1|0|0|0.0|||||||||-0.030|11/12/2019|0.023|-0.053|-230.4|0.042|-1.3|-16.4|267.5|89.5|0.060|0.050|0.147|0.334|0.653|08/08/2019|0.006|0.030|0.024|25.0|0.005|1.2|06/30/2019|03/11/2020|05/11/2020
2384A|09/30/2019|06/30/2019|3.177|3.177|0.026|3.200|3.140|6|0|0|0.0|3.967|3.967|0.267|4.220|3.450|6|0|0|0.0|4.487|4.487|0.330|4.810|4.150|3|0|0|0.0|1.938|1.938|0.038|1.980|1.870|6|0|0|0.0|0.620|0.618|0.215|0.870|0.360|6|1|0|0.3|||||||||0.660|08/06/2019|0.654|0.006|0.9|0.102|0.1|995.5|24.9|13.1|1.952|0.570|3.184|3.956|4.655|05/02/2019|0.419|0.240|-0.179|234.1|0.074|5.7|03/31/2019|11/19/2019|02/10/2020
