FIELD_NAME|AVERAGE|HIGH|LOW|SAMPLE|MEDIAN|STDDEV
ADJUST_12M|-23.18|2217.79|-12944.00|5078|0.00|255.36
ADJUST_Q1|-5.92|1199.00|-3977.00|5591|0.00|77.56
ADJUST_Q2|-7.08|798.69|-3365.00|5632|0.00|70.78
ADJUST_Q3|-5.70|705.06|-2361.00|5593|0.00|57.86
ADJUST_Q4|-5.32|2843.42|-3241.00|5717|0.00|81.95
ADJUST_Q5|-6.38|834.00|-3975.00|5614|0.00|78.15
ADJUST_Q6|-6.92|792.93|-4459.00|5583|0.00|80.22
ADJUST_Q7|-5.09|2269.87|-2875.00|5537|0.00|66.95
ADJUST_Q8|-5.72|1255.29|-2523.11|5597|0.00|72.84
ADJUST_Y1|-23.19|2479.73|-12613.00|5409|0.00|246.14
ADJUST_Y2|-23.22|3375.12|-8944.00|5400|0.00|231.07
ADJUST_Y3|-18.49|8328.57|-12236.00|5351|0.00|262.47
ADJUST_Y4|-18.58|1859.80|-11217.00|5239|0.00|229.40
ADJUST_Y5|-24.36|1605.83|-15324.00|5125|0.00|295.64
ADJUST_Y6|-50.16|2586.00|-85438.00|5073|0.00|1426.32
ADJUST_Y7|-29.58|1223.42|-20047.00|4940|0.00|449.98
AP_Q1|632.29|216638.00|0.00|5995|8.93|5417.97
AP_Q2|635.64|207733.00|0.00|5994|8.77|5261.79
AP_Q3|629.54|207611.00|0.00|5957|8.51|5252.80
AP_Q4|654.92|196710.00|0.00|5908|8.70|5193.54
AP_Q5|646.94|209707.00|0.00|5878|8.24|5420.87
AP_Q6|647.66|201737.00|0.00|5790|8.23|5411.13
AP_Q7|628.82|194924.00|0.00|5730|7.86|5301.08
AP_Q8|673.53|191510.00|0.00|5623|8.34|5453.48
AP_Y1|626.20|196710.00|0.00|6015|8.60|5092.89
AP_Y2|621.00|191510.00|0.00|5967|7.50|5232.91
AP_Y3|579.37|190543.00|0.00|5836|6.85|5111.77
AP_Y4|578.67|210362.00|0.00|5609|6.80|5130.23
AP_Y5|773.22|822851.00|0.00|5383|6.70|12510.50
AP_Y6|722.67|503499.00|0.00|5192|6.50|8865.70
AP_Y7|782.35|424766.00|0.00|4969|6.40|8734.31
AR_Q1|634.16|86175.14|0.00|5915|17.04|3338.15
AR_Q2|661.82|86871.93|0.00|5905|16.92|3417.82
AR_Q3|637.18|88503.34|0.00|5857|15.90|3333.55
AR_Q4|660.64|83376.19|0.00|5833|15.86|3420.23
AR_Q5|653.52|86157.00|0.00|5791|15.74|3522.82
AR_Q6|658.00|92116.00|0.00|5720|15.86|3449.23
AR_Q7|631.11|111443.00|0.00|5660|15.00|3490.78
AR_Q8|653.40|87886.00|0.00|5589|15.38|3514.02
AR_Y1|708.41|88503.30|0.00|5868|18.70|3641.06
AR_Y2|694.63|87886.00|0.00|5834|16.30|3739.24
AR_Y3|625.18|80757.50|0.00|5704|14.60|3288.65
AR_Y4|655.69|97878.00|0.00|5480|14.50|3620.59
AR_Y5|693.38|97635.00|0.00|5300|13.00|3926.23
AR_Y6|738.70|114318.00|0.00|5143|12.00|4432.66
AR_Y7|860.87|305793.00|0.00|4958|12.00|6405.41
ARTURN_12M|14.79|758.63|0.01|4280|6.59|37.12
ARTURN_Y1|14.28|804.68|0.00|4366|6.66|32.81
ARTURN_Y2|13.75|944.05|0.00|4370|6.54|31.63
ARTURN_Y3|13.86|666.08|0.00|4166|6.51|32.45
ARTURN_Y4|14.58|887.44|0.00|3983|6.56|41.68
ARTURN_Y5|14.30|958.34|0.00|3848|6.63|38.63
ARTURN_Y6|14.53|946.92|0.00|3667|6.41|40.71
ARTURN_Y7|15.61|968.67|0.00|3520|6.49|47.34
ASSETS_Q1|16089.38|3494436.00|0.00|6067|640.22|115955.91
ASSETS_Q2|16811.52|3443287.00|0.00|6071|623.21|121125.36
ASSETS_Q3|16161.63|3421034.00|0.00|6008|602.01|118636.71
ASSETS_Q4|16581.78|3418318.00|0.00|5953|595.17|118776.73
ASSETS_Q5|15965.33|3401105.00|0.00|5915|573.97|117299.49
ASSETS_Q6|16594.27|3363364.00|0.00|5835|594.68|119347.80
ASSETS_Q7|16171.85|3364402.00|0.00|5756|580.04|118935.38
ASSETS_Q8|16395.67|3345529.00|0.00|5649|594.77|114514.63
ASSETS_Y1|16402.09|3418320.00|0.00|6087|565.10|117982.35
ASSETS_Y2|16012.96|3345530.00|0.00|6040|507.25|116563.01
ASSETS_Y3|15819.00|3287970.00|0.00|5907|460.00|116218.21
ASSETS_Y4|15865.69|3221920.00|0.00|5674|478.20|115877.26
ASSETS_Y5|19190.82|15921300.00|0.00|5464|475.85|246599.78
ASSETS_Y6|18921.51|15177700.00|0.00|5269|442.00|239969.83
ASSETS_Y7|19297.90|13246500.00|0.00|5024|438.40|223986.35
AVD_10D|1166.69|144311.00|0.00|6112|177.00|4955.26
AVM_03M|23979.11|4364538.00|0.00|6118|3807.50|104616.54
BBY|-17.95|99.92|-920.19|5716|-0.68|76.77
BBY_1T|-19.60|99.72|-999.70|5513|-0.84|79.23
BBY_A3Y|-15.11|31.85|-482.28|5576|-1.56|42.26
BBY_A5Y|-13.58|19.00|-379.10|5092|-2.24|32.80
BBY_A7Y|-10.63|13.50|-199.31|4482|-2.01|23.86
BBY_Y1|-18.65|97.45|-993.61|5934|-0.98|72.76
BBY_Y2|-16.30|97.24|-990.77|5797|-0.84|63.48
BBY_Y3|-13.61|97.78|-993.40|5587|-0.54|61.44
BBY_Y4|-14.27|99.41|-914.74|5361|-0.61|61.25
BBY_Y5|-15.22|95.63|-992.15|5138|-0.66|65.74
BBY_Y6|-14.77|98.27|-952.46|4885|-0.63|68.76
BBY_Y7|-9.54|99.97|-946.14|4506|-0.50|45.12
BETA|1.05|8.75|-9.35|4971|1.00|1.09
BPG_EPS|17.86|148.50|-7.50|1331|13.20|17.46
BPG_SUS|15.35|225.50|-16.50|1285|11.30|16.24
BVPS_Q1|59.30|243483.77|-4758.19|5876|6.08|3182.65
BVPS_Q2|57.70|233971.87|-407.13|6010|6.12|3023.45
BVPS_Q3|57.05|224952.43|-848.12|5967|6.15|2918.12
BVPS_Q4|57.57|212132.25|-752.94|5915|6.25|2772.39
BVPS_Q5|264.97|861622.86|-28132.14|5881|6.25|12697.44
BVPS_Q6|281.43|930266.19|-269636.71|5802|6.38|15639.70
BVPS_Q7|316.55|979364.76|-236149.46|5725|6.39|16937.54
BVPS_Q8|1426.79|6892160.00|-194717.85|5618|6.57|93032.15
BVPS_Y1|53.74|212132.00|-752.94|6086|5.97|2725.44
BVPS_Y2|51.03|211782.00|-8826.09|6036|5.86|2734.62
BVPS_Y3|57.00|171596.00|-1903.23|5888|5.77|2378.51
BVPS_Y4|68.72|159467.00|-35533.30|5640|6.20|3031.09
BVPS_Y5|109.18|256400.00|-6545.45|5408|6.61|4058.47
BVPS_Y6|65.59|135002.00|-72904.80|5190|6.79|2410.51
BVPS_Y7|56.25|113636.00|-70619.00|4919|6.51|2224.06
CA_Q1|1509.76|175156.93|0.00|6064|56.40|7362.40
CA_Q2|1537.77|178014.72|0.00|6071|54.35|7396.27
CA_Q3|1510.24|174255.36|0.00|6017|53.51|7314.98
CA_Q4|1577.85|164212.72|0.00|5966|52.46|7582.57
CA_Q5|1540.65|170994.92|0.00|5935|51.16|7434.72
CA_Q6|1551.89|169662.00|0.00|5856|50.39|7347.40
CA_Q7|1517.27|167549.01|0.00|5782|48.84|7311.07
CA_Q8|1571.86|170797.75|0.00|5695|48.45|7485.33
CA_Y1|1575.72|175552.00|0.00|6112|54.90|7721.99
CA_Y2|1525.93|169662.00|0.00|6056|46.85|7321.16
CA_Y3|1444.00|164605.00|0.00|5921|38.90|7005.03
CA_Y4|1420.36|168074.00|0.00|5704|38.10|6885.73
CA_Y5|1458.09|165553.00|0.00|5511|36.90|6840.69
CA_Y6|1448.25|145074.00|0.00|5319|30.30|6680.36
CA_Y7|1445.85|183000.00|0.00|5092|26.70|7006.39
CASH_Q1|947.38|532879.14|0.00|6065|34.85|9909.56
CASH_Q2|1077.57|684929.64|0.00|6047|33.11|13429.21
CASH_Q3|1055.00|681508.45|0.00|5987|32.26|13478.39
CASH_Q4|1115.20|683146.75|0.00|5936|33.65|13593.53
CASH_Q5|1095.58|684714.42|0.00|5906|32.82|13689.82
CASH_Q6|1134.34|689607.35|0.00|5816|33.28|13879.82
CASH_Q7|1148.99|680042.29|0.00|5734|32.96|14198.09
CASH_Q8|1055.14|477528.71|0.00|5634|34.14|10715.18
CASH_Y1|1092.55|684930.00|0.00|6073|33.70|13547.78
CASH_Y2|1117.31|689607.00|0.00|6023|31.70|13667.19
CASH_Y3|1017.14|586344.00|0.00|5888|28.25|11903.50
CASH_Y4|997.27|453731.00|0.00|5646|29.25|10551.49
CASH_Y5|986.53|373707.00|0.00|5430|29.20|10012.86
CASH_Y6|1100.92|304508.00|0.00|5225|26.30|10888.94
CASH_Y7|1128.30|301381.00|0.00|4980|24.65|10729.57
CE_12M|265.04|41119.08|-1106.00|5160|7.19|1417.35
CE_Q1|64.06|12137.59|-1971.56|5692|1.10|376.65
CE_Q2|70.69|16083.02|-1703.31|5660|1.27|405.78
CE_Q3|64.86|16972.68|-1824.12|5674|1.20|404.48
CE_Q4|72.68|15338.24|-6289.00|5744|1.02|432.13
CE_Q5|63.58|12158.68|-2015.71|5656|1.01|358.16
CE_Q6|71.42|15020.27|-533.00|5601|1.11|405.53
CE_Q7|60.93|14913.71|-2200.42|5619|1.00|390.00
CE_Q8|68.27|6280.35|-1141.44|5639|0.88|347.64
CE_Y1|332.75|48771.00|0.00|5818|7.17|1687.62
CE_Y2|301.76|37432.00|0.00|5805|6.33|1532.20
CE_Y3|293.47|42825.00|0.00|5729|5.89|1500.08
CE_Y4|332.11|43175.00|0.00|5498|6.43|1694.16
CE_Y5|506.00|825909.43|0.00|5310|6.48|11469.27
CE_Y6|478.07|603413.83|0.00|5145|6.30|8720.22
CE_Y7|473.12|517233.48|0.00|4955|6.11|7728.81
CFPS_12M|0.58|1828.67|-239.47|5476|0.00|25.84
CFPS_G1F|10.37|999.10|-997.50|5410|0.00|257.44
CFPS_G1T|18.74|996.20|-996.80|4972|1.20|250.52
CFPS_G3F|4.29|952.50|-944.10|5546|1.90|113.01
CFPS_G5F|-1.08|574.00|-966.20|5109|-7.00|55.54
CFPS_G7F|-0.69|810.90|-256.20|4573|-2.70|38.23
CFPS_Q1|0.40|710.00|-89.52|5827|0.00|11.15
CFPS_Q2|0.12|376.96|-146.49|6047|0.00|6.23
CFPS_Q3|0.10|1230.00|-495.40|6016|0.00|23.26
CFPS_Q4|0.36|1079.14|-642.17|5991|0.00|19.01
CFPS_Q5|1.61|6923.97|-144.20|5938|0.00|92.33
CFPS_Q6|0.65|4134.80|-109.80|5925|0.00|53.96
CFPS_Q7|-0.13|138.73|-475.33|5885|0.00|8.86
CFPS_Q8|0.08|564.75|-495.70|5837|0.00|11.90
CFPS_VAL|63.09|22123.22|0.01|2146|18.88|521.28
CFPS_Y1|-0.43|167.19|-852.29|6069|0.00|16.97
CFPS_Y2|1.22|2389.97|-470.97|6035|0.01|45.69
CFPS_Y3|-0.15|522.82|-707.03|5899|0.00|19.31
CFPS_Y4|2.76|4337.93|-560.41|5650|0.00|99.05
CFPS_Y5|4.95|8595.28|-923.88|5409|0.00|166.75
CFPS_Y6|7.92|8594.44|-947.40|5208|0.01|191.72
CFPS_Y7|9.27|9451.97|-842.94|4951|0.00|252.69
CGS_12M|3332.24|388980.00|-392.00|4381|204.66|16115.92
CGS_Q1|860.01|97923.00|-120.93|4320|55.98|3923.35
CGS_Q2|894.22|93034.00|-169.29|4331|54.76|3965.69
CGS_Q3|866.58|104907.00|-188.00|4309|54.59|4002.72
CGS_Q4|929.78|93116.00|-64.00|4305|55.01|4218.02
CGS_Q5|888.87|95571.00|-78.00|4287|53.49|4073.22
CGS_Q6|972.92|332558.48|-127.00|4258|54.39|6430.27
CGS_Q7|852.69|102640.00|-288.75|4214|53.24|3963.78
CGS_Q8|928.83|91547.00|-118.45|4194|53.83|4268.11
CGS_Y1|3610.56|385301.00|-274.00|4457|218.95|16538.48
CGS_Y2|3499.83|373396.00|-290.00|4400|205.95|15830.00
CGS_Y3|3286.87|361256.00|-304.00|4298|195.02|14679.90
CGS_Y4|3351.51|360984.00|-768.71|4163|205.45|14801.27
CGS_Y5|3740.08|365086.00|-545.57|4016|211.79|17260.95
CGS_Y6|3983.77|381585.00|-710.00|3846|211.07|19506.14
CGS_Y7|4258.95|452313.00|-279.00|3702|223.23|20888.28
CL_Q1|1213.55|165514.76|0.00|6047|21.38|6115.88
CL_Q2|1234.41|165233.10|0.00|6069|20.27|6136.64
CL_Q3|1209.75|168234.64|0.00|6013|18.91|6129.54
CL_Q4|1245.03|164028.85|0.00|5961|18.11|6293.21
CL_Q5|1182.52|165973.00|0.00|5933|17.63|6111.16
CL_Q6|1196.32|164600.21|0.00|5855|17.25|6047.15
CL_Q7|1155.21|164265.30|0.00|5785|16.91|5866.68
CL_Q8|1202.59|164224.83|0.00|5694|17.09|6143.32
CL_Y1|1274.59|192608.00|0.00|6111|18.40|6735.70
CL_Y2|1205.44|168091.00|0.00|6062|17.00|6418.26
CL_Y3|1137.80|182013.00|0.00|5926|14.80|6111.85
CL_Y4|1103.98|158666.00|0.00|5704|14.30|5779.30
CL_Y5|1116.15|151663.00|0.00|5507|12.60|5833.99
CL_Y6|1087.28|135503.00|0.00|5320|11.90|5599.29
CL_Y7|1093.55|163500.00|0.00|5098|11.95|5841.06
CPS_Q1|11.94|45790.57|0.00|5887|1.01|597.60
CURR_Q1|3.14|218.65|0.00|4857|1.54|7.68
CURR_Y1|3.46|243.00|0.00|4704|1.74|8.01
CURR_Y2|3.36|591.00|0.00|4630|1.75|11.85
CURR_Y3|3.13|199.86|0.00|4457|1.70|6.60
CURR_Y4|3.28|109.00|0.00|4210|1.77|5.88
CURR_Y5|3.26|146.00|0.01|4020|1.86|5.40
CURR_Y6|3.29|489.33|0.01|3859|1.83|9.47
CURR_Y7|2.89|125.00|0.01|3642|1.79|4.66
DCF_Q1|-114.03|32852.30|-62304.65|5134|-4.98|2058.80
DCF_Q2|-89.01|30506.67|-33475.86|5170|-9.39|1628.76
DCF_Q3|-119.40|79909.00|-39496.50|5144|-25.34|2202.76
DCF_Q4|-87.77|96753.83|-52565.67|5122|-7.33|2550.74
DCFBS_Q1|39.07|73515.00|-69746.58|5136|3.13|1810.91
DCFBS_Q2|74.39|38934.61|-12995.42|5170|4.38|928.89
DCFBS_Q3|70.35|16548.67|-43795.00|5145|12.06|1135.43
DCFBS_Q4|19.78|54554.00|-90422.21|5123|3.64|2129.01
DCFO_Q1|-67.47|69603.20|-40888.44|5136|0.00|1742.87
DCFO_Q2|-14.62|47709.80|-22594.33|5170|-1.62|1382.55
DCFO_Q3|-29.55|82638.20|-35542.50|5145|-11.02|1881.52
DCFO_Q4|-40.22|71531.11|-42152.33|5123|-0.66|1732.90
DD_A3M|38711.63|7339347.75|0.00|6118|1418.19|185519.26
DEP_12M|161.68|32219.04|-2768.48|5370|0.00|1158.03
DEP_CF_12M|274.57|32189.83|-50.85|5532|8.24|1323.28
DEP_CF_Q1|69.48|7635.43|-119.99|5954|1.69|335.11
DEP_CF_Q2|74.51|7836.72|-5.77|5983|1.72|352.61
DEP_CF_Q3|67.75|9330.56|-0.83|5966|1.63|336.88
DEP_CF_Q4|71.36|7892.00|-229.00|5933|1.57|349.11
DEP_CF_Q5|66.61|8988.66|-317.00|5892|1.50|335.36
DEP_CF_Q6|71.49|12835.22|-15.55|5881|1.56|363.48
DEP_CF_Q7|65.30|10285.61|-9.50|5845|1.49|334.01
DEP_CF_Q8|70.26|6989.80|-225.42|5795|1.48|336.00
DEP_CF_Y1|288.02|48132.00|0.00|5921|8.96|1456.55
DEP_CF_Y2|276.82|52750.00|0.00|5908|7.84|1462.42
DEP_CF_Y3|267.72|35384.00|0.00|5798|7.49|1341.49
DEP_CF_Y4|271.94|32595.00|0.00|5558|7.99|1341.14
DEP_CF_Y5|263.38|32528.00|-40.77|5345|7.46|1283.48
DEP_CF_Y6|265.47|72400.00|-33.22|5159|7.19|1562.36
DEP_CF_Y7|270.79|60500.00|-36.24|4845|7.25|1593.94
DEP_Q1|41.12|13019.70|-1627.80|5870|0.00|332.80
DEP_Q2|40.69|11105.18|-1677.11|5896|0.00|317.86
DEP_Q3|38.45|10855.59|-1331.34|5867|0.00|306.52
DEP_Q4|39.89|11049.06|-1532.84|5796|0.00|318.13
DEP_Q5|38.05|10361.97|-1341.26|5819|0.00|312.45
DEP_Q6|40.87|12835.22|-1565.04|5808|0.00|347.51
DEP_Q7|37.32|10303.99|-1431.63|5780|0.00|309.38
DEP_Q8|39.84|9852.68|-1595.96|5732|0.00|324.24
DEP_Y1|159.34|48132.00|-3097.88|5693|0.00|1261.57
DEP_Y2|159.95|52750.00|-3052.80|5661|0.00|1331.30
DEP_Y3|150.74|35384.00|-3065.68|5605|0.00|1184.40
DEP_Y4|222.41|320542.20|-2720.47|5490|0.00|4660.41
DEP_Y5|220.10|350742.75|-2520.50|5380|0.00|5039.00
DEP_Y6|232.07|435473.26|-2635.12|5274|0.00|6161.10
DEP_Y7|235.50|434483.73|-4642.31|5195|0.00|6204.58
DIV_Y7Y1|1.39|6.00|0.00|6123|0.00|2.14
DIVNQ|0.24|137.81|0.00|6122|0.00|2.38
DIVPAID_12|-145.79|6312.00|-15342.00|6123|0.00|771.93
DIVPAID_Q1|-39.21|4.10|-7984.00|6123|0.00|257.31
DIVPAID_Q2|-46.13|6312.00|-7667.54|6123|0.00|284.13
DIVPAID_Q3|-38.49|326.04|-6645.00|6123|0.00|226.95
DIVPAID_Q4|-39.72|1260.57|-5797.00|6123|0.00|234.21
DIVPAID_Q5|-34.69|976.00|-3949.00|6123|0.00|197.32
DIVPAID_Q6|-44.26|880.00|-7266.65|6123|0.00|264.78
DIVPAID_Q7|-34.90|109.00|-6966.00|6123|0.00|209.41
DIVPAID_Q8|-36.31|1168.00|-5739.00|6123|0.00|217.40
DIVPAID_Y1|-172.64|0.00|-15675.00|6123|0.00|854.74
DIVPAID_Y2|-155.27|111.76|-16617.00|6123|0.00|791.36
DIVPAID_Y3|-143.66|0.00|-22987.00|6123|0.00|748.89
DIVPAID_Y4|-140.10|0.00|-32532.00|6123|0.00|782.41
DIVPAID_Y5|-136.44|0.00|-39900.00|6123|0.00|884.05
DIVPAID_Y6|-144.00|0.33|-82452.00|6123|0.00|1458.10
DIVPAID_Y7|-122.09|0.08|-36934.00|6123|0.00|796.73
DPS_12M|1.85|996.66|0.00|6123|0.00|24.07
DPS_G1F|12.16|833.30|-100.00|2088|5.90|53.75
DPS_G1T|3.24|727.30|-100.00|2178|4.30|53.90
DPS_G3F|4.80|143.80|-86.30|2089|5.40|19.86
DPS_G5F|5.86|170.20|-72.90|1980|5.60|17.47
DPS_G7F|5.13|127.40|-63.70|1852|4.50|13.89
DPS_IND|0.50|108.00|0.00|6123|0.00|2.24
DPS_Q1|0.46|800.00|0.00|6123|0.00|12.57
DPS_Q2|0.57|716.66|0.00|6123|0.00|14.62
DPS_Q3|0.77|800.00|0.00|6123|0.00|14.55
DPS_Q4|0.83|999.99|0.00|6123|0.00|19.67
DPS_Q5|0.60|800.00|0.00|6123|0.00|12.63
DPS_Q6|0.51|615.54|0.00|6123|0.00|10.58
DPS_Q7|0.98|875.00|0.00|6123|0.00|19.23
DPS_Q8|0.79|999.99|0.00|6123|0.00|19.18
DPS_VAL|73.43|7955.67|0.07|1674|40.25|252.66
DPS_Y1|1.84|899.17|0.00|6123|0.00|22.23
DPS_Y2|1.79|701.84|0.00|6123|0.00|20.10
DPS_Y3|1.85|990.00|0.00|6123|0.00|23.08
DPS_Y4|1.89|997.87|0.00|6123|0.00|24.33
DPS_Y5|2.07|946.10|0.00|6123|0.00|26.10
DPS_Y6|1.72|793.99|0.00|6123|0.00|21.79
DPS_Y7|2.09|893.89|0.00|6123|0.00|29.49
DPST_12M|1.92|996.66|0.00|6123|0.00|24.21
DPST_Q1|0.47|800.00|0.00|6123|0.00|12.62
DPST_Q2|0.58|716.66|0.00|6123|0.00|14.62
DPST_Q3|0.79|800.00|0.00|6123|0.00|14.59
DPST_Q4|0.88|999.99|0.00|6123|0.00|19.72
DPST_Q5|0.60|800.00|0.00|6123|0.00|12.63
DPST_Q6|0.52|615.54|0.00|6123|0.00|10.62
DPST_Q7|1.00|875.00|0.00|6123|0.00|19.23
DPST_Q8|0.82|999.99|0.00|6123|0.00|19.20
DPST_Y1|1.84|899.17|0.00|6123|0.00|22.23
DPST_Y2|1.79|701.84|0.00|6123|0.00|20.10
DPST_Y3|1.85|990.00|0.00|6123|0.00|23.08
DPST_Y4|1.89|997.87|0.00|6123|0.00|24.33
DPST_Y5|2.07|946.10|0.00|6123|0.00|26.10
DPST_Y6|1.72|793.99|0.00|6123|0.00|21.79
DPST_Y7|2.09|893.89|0.00|6123|0.00|29.49
EBIT_12M|636.82|69313.00|-15129.00|4594|34.46|2807.93
EBIT_Q1|171.07|20489.00|-11809.00|4821|8.00|871.65
EBIT_Q2|156.64|17759.00|-5732.00|6048|1.91|835.11
EBIT_Q3|140.87|27647.00|-5504.00|6022|1.47|778.97
EBIT_Q4|130.47|34134.65|-32721.00|5989|1.54|990.43
EBIT_Q5|152.86|23147.00|-22511.00|5967|2.46|836.17
EBIT_Q6|155.96|15098.00|-3157.13|5942|2.10|750.86
EBIT_Q7|131.84|16960.00|-4158.66|5878|1.78|648.24
EBIT_Q8|122.36|27764.00|-12987.00|5850|1.67|769.73
EBIT_Y1|542.56|69313.00|-18057.00|5914|8.74|2536.85
EBIT_Y2|507.46|76143.00|-17504.00|5899|7.90|2367.28
EBIT_Y3|441.38|66412.00|-6927.00|5814|6.14|2168.41
EBIT_Y4|397.09|62828.00|-19345.00|5613|6.08|2252.55
EBIT_Y5|495.63|73248.00|-7646.16|5475|10.29|2401.27
EBIT_Y6|539.39|143000.00|-22308.59|5328|9.08|3249.09
EBIT_Y7|528.38|209200.00|-28206.00|5066|10.45|3972.63
EBITDA_12M|885.63|76477.00|-5584.81|5942|25.07|3709.10
EBITDA_Q1|272.43|23457.75|-10909.00|4489|18.24|1198.33
EBITDA_Q2|256.40|21537.17|-5578.00|5358|8.55|1153.98
EBITDA_Q3|233.14|30064.00|-4316.00|5336|7.39|1095.34
EBITDA_Q4|225.65|34749.07|-30111.00|5302|6.97|1250.55
EBITDA_Q5|241.86|25542.00|-21203.00|5271|9.48|1145.16
EBITDA_Q6|253.35|23621.44|-2667.66|5262|9.18|1095.74
EBITDA_Q7|216.53|20944.90|-3547.60|5220|8.05|945.02
EBITDA_Q8|215.06|30509.00|-12459.00|5170|7.68|1004.83
EBITDA_Y1|852.89|81860.00|-9833.00|5743|24.81|3739.18
EBITDA_Y2|806.21|87046.00|-15392.00|5723|23.80|3480.93
EBITDA_Y3|732.38|76569.00|-5424.00|5590|19.90|3187.65
EBITDA_Y4|695.03|73333.00|-16540.00|5347|20.75|3215.52
EBITDA_Y5|791.03|84505.00|-5652.00|5172|26.77|3506.27
EBITDA_Y6|840.90|215400.00|-21278.42|5012|25.58|4753.26
EBITDA_Y7|837.13|269700.00|-9456.00|4659|28.06|5414.59
EMPLOYEES|11000.75|2200000.00|0.00|5706|585.00|47246.40
ENTVAL_Q1|11189.85|3601127.60|-292684.74|5930|572.67|70612.31
ENTVAL_Q2|10842.94|3541294.10|-348390.43|5963|596.70|68750.09
ENTVAL_Q3|11144.02|3523613.60|-347695.32|5878|603.49|78728.53
ENTVAL_Q4|10293.20|3512436.70|-331150.63|5806|576.20|66840.24
ENTVAL_Q5|11155.53|3494844.30|-347222.06|5714|688.35|69701.25
ENTVAL_Q6|10956.13|3464784.00|-340283.20|5624|700.87|68370.05
ENTVAL_Q7|10698.70|3478314.40|-296933.05|5499|657.93|67929.36
ENTVAL_Q8|10917.80|3449492.30|-218893.80|5388|660.00|68437.80
ENTVAL_Y1|9148.21|846743.00|-80804.10|5887|523.70|38356.17
ENTVAL_Y2|10142.47|927168.00|-53344.90|5573|597.90|40860.91
ENTVAL_Y3|9158.05|699652.00|-43711.50|5282|543.15|35934.19
ENTVAL_Y4|8892.28|642407.00|-49166.50|5051|510.80|34149.07
ENTVAL_Y5|9575.18|678271.00|-74392.00|4790|555.50|36148.21
ENTVAL_Y6|9818.41|793289.00|-56610.80|4470|565.30|37906.15
ENTVAL_Y7|8571.69|655690.00|-72931.80|4185|434.00|33175.21
EPS_12M|3.72|15911.69|-503.15|5612|0.15|213.97
EPS_EG5|10.93|291.88|-287.00|1499|9.58|25.37
EPS_EQ0|1.40|3705.68|-15.00|3848|0.25|59.74
EPS_EQ1|1.58|4159.59|-9.00|3687|0.26|68.50
EPS_EVAL|90.50|3611.82|0.09|2425|44.90|181.75
EPS_EY0|5.58|15658.21|-74.00|4037|0.98|246.45
EPS_EY0EY1|31.53|974.70|-852.00|3969|11.80|99.86
EPS_EY1|6.14|16265.96|-36.00|4003|1.19|257.09
EPS_EY1EY2|30.08|966.70|-777.50|3429|11.70|83.39
EPS_EY2|7.65|17493.92|-26.00|3459|1.52|297.43
EPS_G1F|9.81|993.40|-985.30|5736|16.40|177.11
EPS_G1Q5|-5.84|990.80|-996.60|5641|4.10|174.96
EPS_G1T|4.27|972.70|-995.70|5423|8.20|169.14
EPS_G2Q6|-1.25|998.10|-988.00|5742|5.50|174.10
EPS_G3F|3.50|848.50|-889.00|5645|11.10|82.42
EPS_G3Q7|-4.43|987.30|-993.70|5661|6.70|183.14
EPS_G4Q8|16.53|988.70|-992.10|5554|13.35|204.32
EPS_G5F|3.72|390.80|-706.00|5208|7.60|44.85
EPS_G7F|4.92|207.20|-322.50|4699|7.30|30.24
EPS_GH1E0|5.19|995.50|-950.00|3734|4.95|108.76
EPS_LR|1.67|4699.29|-23.25|3804|0.25|76.19
EPS_Q1|1.89|10118.79|-206.26|5968|0.03|131.18
EPS_Q2|1.54|8607.54|-387.67|6103|0.03|110.58
EPS_Q3|1.96|13209.37|-966.09|6084|0.02|170.69
EPS_Q4|2.87|17306.39|-503.13|6053|0.03|222.79
EPS_Q5|2.18|11280.42|-329.74|6019|0.05|145.72
EPS_Q6|1.30|7301.27|-680.55|5998|0.04|95.95
EPS_Q7|-0.29|554.21|-691.81|5951|0.02|16.98
EPS_Q8|2.92|19792.47|-607.95|5911|0.00|258.24
EPS_RQ2|1.42|3754.74|-51.07|3777|0.25|61.12
EPS_VAL|87.44|22761.78|0.01|2811|36.36|512.02
EPS_Y1|1.41|2775.89|-854.56|6103|0.13|53.86
EPS_Y2|4.04|27325.54|-747.42|6054|0.11|352.55
EPS_Y3|0.71|14645.10|-965.97|5924|0.09|193.80
EPS_Y4|11.48|59696.20|-970.09|5669|0.11|818.45
EPS_Y5|18.59|86665.32|-905.86|5444|0.26|1190.09
EPS_Y6|3.86|11849.50|-986.35|5226|0.31|240.50
EPS_Y7|11.25|15670.28|-950.84|4989|0.31|388.12
EPS_Y7Y1|3.06|6.00|0.00|6123|3.00|1.40
EPS3M_EQ0|1.53|3913.09|-12.00|3754|0.30|63.87
EPS3M_EQ1|1.65|4067.73|-11.00|3490|0.30|68.85
EPS3M_EY0|5.72|15509.39|-66.00|3954|1.08|246.65
EPS3M_EY1|6.41|16369.67|-34.20|3884|1.34|262.66
EPS3M_EY2|8.47|17348.31|-26.00|2973|1.59|318.11
EPSC_G1F|0.00|992.50|-993.80|5762|14.55|176.87
EPSC_G1Q5|-5.27|998.70|-996.60|5148|4.10|170.45
EPSC_G1T|-6.50|971.30|-992.40|5706|7.25|163.70
EPSC_G2Q6|-2.60|998.10|-997.30|5743|5.50|175.27
